--------------------
BDMEP - INMET
--------------------
Estação           : FRANCA - SP (OMM: 83630)
Latitude  (graus) : -20.58
Longitude (graus) : -47.36
Altitude  (metros): 1026.20
Estação Operante
Inicio de operação: 01/01/1911
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83630;08/05/2007;0000;;28.2;;7.6;58;2.333333;
83630;08/05/2007;1200;0;;19.5;;;;
83630;09/05/2007;0000;;21.4;;0.5;90.25;2.333333;
83630;09/05/2007;1200;0;;14;;;;
83630;10/05/2007;0000;;22.8;;9.8;64;5;
83630;10/05/2007;1200;0.6;;11.5;;;;
83630;11/05/2007;0000;;23.6;;9.6;70;3;
83630;11/05/2007;1200;0;;12.7;;;;
83630;12/05/2007;0000;;25;;8.4;68.25;2;
83630;12/05/2007;1200;0;;15.3;;;;
83630;13/05/2007;0000;;27;;9;59.75;2.333333;
83630;13/05/2007;1200;0;;16.9;;;;
83630;14/05/2007;0000;;26.7;;8.8;65.5;2.666667;
83630;14/05/2007;1200;0;;17.4;;;;
83630;15/05/2007;0000;;27.1;;10;66.5;1.666667;
83630;15/05/2007;1200;0;;18.3;;;;
83630;16/05/2007;0000;;27.8;;9.8;55.5;2;
83630;16/05/2007;1200;0;;17.1;;;;
83630;17/05/2007;0000;;27.7;;7.3;56.5;1.333333;
83630;17/05/2007;1200;0;;19.1;;;;
83630;18/05/2007;0000;;27;;7.3;55.75;2;
83630;18/05/2007;1200;0;;19.2;;;;
83630;19/05/2007;0000;;27.2;;6.3;57.5;1.666667;
83630;19/05/2007;1200;0;;19.6;;;;
83630;20/05/2007;0000;;26.1;;8.9;62.75;2.333333;
83630;20/05/2007;1200;0;;17.1;;;;
83630;21/05/2007;0000;;26.3;;6.9;59.25;3.666667;
83630;21/05/2007;1200;0;;17.8;;;;
83630;22/05/2007;0000;;21.8;;0;85.25;1.666667;
83630;22/05/2007;1200;0;;17.6;;;;
83630;23/05/2007;0000;;18.1;;0;97.25;2.333333;
83630;23/05/2007;1200;3.7;;14.5;;;;
83630;24/05/2007;0000;;16.2;;7.1;83.5;1.666667;
83630;24/05/2007;1200;32.3;;11.4;;;;
83630;25/05/2007;0000;;19.6;;9.8;64.75;2.333333;
83630;25/05/2007;1200;0;;6.4;;;;
83630;26/05/2007;0000;;23.6;;10.2;57.75;1.666667;
83630;26/05/2007;1200;0;;8.8;;;;
83630;27/05/2007;0000;;22.9;;3;90.25;1.333333;
83630;27/05/2007;1200;0;;14.1;;;;
83630;28/05/2007;0000;;22.6;;8.4;73;0.666667;
83630;28/05/2007;1200;8.3;;12.8;;;;
83630;29/05/2007;0000;;20.8;;3.9;81.75;2;
83630;29/05/2007;1200;0.9;;15;;;;
83630;30/05/2007;0000;;18.4;;7.2;81.5;1.333333;
83630;30/05/2007;1200;0;;9.8;;;;
83630;31/05/2007;0000;;23.1;;9.7;70;1;
83630;31/05/2007;1200;0;;8.9;;;;
83630;01/06/2007;0000;;26;;9.7;64.75;3.333333;
83630;01/06/2007;1200;0;;15.1;;;;
83630;02/06/2007;0000;;23.8;;7.5;78.75;3.333333;
83630;02/06/2007;1200;0;;17.8;;;;
83630;03/06/2007;0000;;19;;0;91.75;2.666667;
83630;03/06/2007;1200;0;;14.4;;;;
83630;04/06/2007;0000;;20.4;;9.5;62;1.333333;
83630;04/06/2007;1200;0.2;;7.5;;;;
83630;05/06/2007;0000;;23.8;;10;53;1.666667;
83630;05/06/2007;1200;0;;10.8;;;;
83630;06/06/2007;0000;;24.3;;10.1;48;1.333333;
83630;06/06/2007;1200;0;;13.4;;;;
83630;07/06/2007;0000;;26;;9.7;55.25;0;
83630;07/06/2007;1200;0;;16.8;;;;
83630;08/06/2007;0000;;26.1;;9.9;54.5;0.666667;
83630;08/06/2007;1200;0;;17.7;;;;
83630;09/06/2007;0000;;26;;10;59;1.333333;
83630;09/06/2007;1200;0;;17.2;;;;
83630;10/06/2007;0000;;25.9;;10;64.5;1.666667;
83630;10/06/2007;1200;0;;17.4;;;;
83630;11/06/2007;0000;;26.1;;9.9;55.5;1.666667;
83630;11/06/2007;1200;0;;16.3;;;;
83630;12/06/2007;0000;;25.9;;10;51.5;0.666667;
83630;12/06/2007;1200;0;;15.8;;;;
83630;13/06/2007;0000;;26.8;;9.9;52;1.666667;
83630;13/06/2007;1200;0;;15.7;;;;
83630;14/06/2007;0000;;26.1;;9.9;59.5;1;
83630;14/06/2007;1200;0;;17.5;;;;
83630;15/06/2007;0000;;27.2;;9.3;58.75;2.666667;
83630;15/06/2007;1200;0;;17.7;;;;
83630;16/06/2007;0000;;28.6;;9.8;56.25;1.333333;
83630;16/06/2007;1200;0;;18;;;;
83630;17/06/2007;0000;;26.9;;10;50.5;1.666667;
83630;17/06/2007;1200;0;;18.1;;;;
83630;18/06/2007;0000;;26.1;;6.6;55.5;2.333333;
83630;18/06/2007;1200;0;;16.7;;;;
83630;19/06/2007;0000;;23.8;;9.9;54;2.666667;
83630;19/06/2007;1200;0;;16.3;;;;
83630;20/06/2007;0000;;23.5;;9.8;59;3.333333;
83630;20/06/2007;1200;0;;14.7;;;;
83630;21/06/2007;0000;;24.6;;10;61.5;1.333333;
83630;21/06/2007;1200;0;;12.6;;;;
83630;22/06/2007;0000;;25;;10;60;2.333333;
83630;22/06/2007;1200;0;;14.2;;;;
83630;23/06/2007;0000;;24.9;;9.9;58.5;1.666667;
83630;23/06/2007;1200;0;;14.7;;;;
83630;24/06/2007;0000;;24.9;;9.6;58.25;1.666667;
83630;24/06/2007;1200;0;;15.7;;;;
83630;25/06/2007;0000;;23.9;;9.8;64;2;
83630;25/06/2007;1200;0;;14;;;;
83630;26/06/2007;0000;;24;;8.9;62.5;1.666667;
83630;26/06/2007;1200;0;;14.1;;;;
83630;27/06/2007;0000;;24.6;;3.9;63.25;1;
83630;27/06/2007;1200;0;;16.5;;;;
83630;28/06/2007;0000;;24.2;;6.8;62;1.666667;
83630;28/06/2007;1200;0;;16.7;;;;
83630;29/06/2007;0000;;25;;8.5;60;0.666667;
83630;29/06/2007;1200;0;;17.1;;;;
83630;30/06/2007;0000;;25;;9.6;56;1;
83630;30/06/2007;1200;0;;15.4;;;;
83630;01/07/2007;0000;;23.9;;9.9;56.75;1.333333;
83630;01/07/2007;1200;0;;15.1;;;;
83630;02/07/2007;0000;;24.9;;9.9;56.25;1.666667;
83630;02/07/2007;1200;0;;14.7;;;;
83630;03/07/2007;0000;;25.4;;9.9;52.5;1;
83630;03/07/2007;1200;0;;15.4;;;;
83630;04/07/2007;0000;;25;;10.1;51.25;2;
83630;04/07/2007;1200;0;;15.6;;;;
83630;05/07/2007;0000;;26;;9.7;54.25;3;
83630;05/07/2007;1200;0;;16.8;;;;
83630;06/07/2007;0000;;25.9;;9.8;57.75;1.333333;
83630;06/07/2007;1200;0;;16.5;;;;
83630;07/07/2007;0000;;25.3;;9.9;51.5;1.333333;
83630;07/07/2007;1200;0;;16.9;;;;
83630;08/07/2007;0000;;27;;10;48;1.866667;
83630;08/07/2007;1200;0;;14.1;;;;
83630;09/07/2007;0000;;26.5;;10;48.25;1.666667;
83630;09/07/2007;1200;0;;17;;;;
83630;10/07/2007;0000;;26.9;;10;54;2;
83630;10/07/2007;1200;0;;17.1;;;;
83630;11/07/2007;0000;;26.7;;8.5;53.75;0.666667;
83630;11/07/2007;1200;0;;17;;;;
83630;12/07/2007;0000;;25;;8.8;53;2.333333;
83630;12/07/2007;1200;0;;15.4;;;;
83630;13/07/2007;0000;;25.4;;8.8;47.5;2.333333;
83630;13/07/2007;1200;0;;16.1;;;;
83630;14/07/2007;0000;;26.8;;9.6;48;1.666667;
83630;14/07/2007;1200;0;;17;;;;
83630;15/07/2007;0000;;28.2;;9.8;51;0.666667;
83630;15/07/2007;1200;0;;17.1;;;;
83630;16/07/2007;0000;;24.8;;6.5;67.5;3.666667;
83630;16/07/2007;1200;0;;15;;;;
83630;17/07/2007;0000;;24.3;;7.2;71;3;
83630;17/07/2007;1200;0;;13.2;;;;
