Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,Ocorrencia
,30.4,,0.5,10,23.08,67.5,0.67,LANINA
0,,19.7,,,,,0.67,LANINA
,21.8,,4.7,4.6,15.5,65.75,1.00,LANINA
0.1,,13.3,,,,,1.00,LANINA
,25.9,,6.2,4.9,18.6,63.25,1.67,LANINA
0,,12.1,,,,,0.33,LANINA
,29.3,,7.2,5.5,22.36,59,1.33,LANINA
0,,16.3,,,,,1.67,LANINA
,26.2,,7.2,5,21.64,73.25,3.00,LANINA
0,,19.9,,,,,2.33,LANINA
,30.1,,8.3,3.5,20.88,63.5,2.00,LANINA
0.2,,16.5,,,,,2.33,LANINA
,28.6,,7.5,5.1,19.52,67.75,1.67,LANINA
0,,14,,,,,2.00,LANINA
,29.2,,7.5,4.6,21.48,57.5,2.33,LANINA
0,,13.2,,,,,2.33,LANINA
,29.4,,9.1,5.4,22.06,40.25,1.00,LANINA
0,,14.7,,,,,2.33,LANINA
,30,,9,7.3,21.74,46,1.00,LANINA
0,,15.1,,,,,3.67,LANINA
,31.1,,7.6,7.6,23.24,45.25,2.67,LANINA
0,,16.2,,,,,1.33,LANINA
,32.5,,7.6,7.6,23.42,45,1.00,LANINA
0,,16.7,,,,,1.67,LANINA
,32.9,,7.9,8.4,24.3,44.5,2.00,LANINA
0,,18.7,,,,,2.00,LANINA
,33.4,,6.4,7.5,25.34,49.25,1.33,LANINA
0,,19.6,,,,,1.33,LANINA
,32.8,,7.8,6.6,23.58,57.25,1.67,LANINA
0,,16.9,,,,,2.67,LANINA
,31.8,,8.9,7.6,23.06,50.25,2.33,LANINA
0,,15.9,,,,,1.33,LANINA
,32.6,,9.6,8,24.12,45.75,1.00,LANINA
0,,18.4,,,,,1.00,LANINA
,32.4,,6.8,9.3,24.18,47,2.67,LANINA
0,,17.1,,,,,3.00,LANINA
,34,,7.9,8.1,24.58,42.5,3.00,LANINA
0,,17.8,,,,,3.00,LANINA
,27.9,,0.1,9.2,23.92,74,1.67,LANINA
0,,21.6,,,,,3.67,LANINA
,24.9,,0,3.9,20.76,79,3.67,LANINA
0,,19.3,,,,,1.33,LANINA
,32.3,,6.1,2.8,23.5,70.75,1.00,LANINA
0.3,,17.4,,,,,1.33,LANINA
,34.5,,7.2,5.4,26.44,52.25,2.00,LANINA
2.7,,19.3,,,,,2.00,LANINA
,34.2,,7.6,7.6,26.44,55.25,1.00,LANINA
0,,20.2,,,,,1.33,LANINA
,27.4,,0.4,7,22.78,71.25,1.67,LANINA
0,,18.9,,,,,1.67,LANINA
,26.9,,0.2,3.7,20.62,74.5,1.33,LANINA
0.2,,17.1,,,,,4.00,LANINA
,34.1,,10.1,3.3,25.22,48.5,1.67,LANINA
0,,17.3,,,,,2.67,LANINA
,35.3,,6.3,7.6,25.74,50.25,3.00,LANINA
0,,20.1,,,,,3.33,LANINA
,30.7,,5.9,8.3,23.08,64.75,2.33,LANINA
0,,18.5,,,,,1.67,LANINA
,24.7,,0,5,20.54,78.25,4.33,LANINA
0.4,,18.4,,,,,2.00,LANINA
,19.4,,0,2.8,17.38,94.75,3.00,LANINA
12.5,,16.3,,,,,2.33,LANINA
,20.4,,0,0.5,18.38,93.5,1.00,LANINA
38,,16.3,,,,,1.00,LANINA
,29.1,,8.7,0.7,22.76,72,1.00,LANINA
0,,17.1,,,,,0.67,LANINA
,32.2,,10.4,4.1,25.4,60,1.33,LANINA
0,,18.6,,,,,2.33,LANINA
,34.4,,10.5,5.7,26.7,57.5,1.67,LANINA
0,,19.4,,,,,1.00,LANINA
,35.9,,10.3,7.5,27.96,52.75,1.00,LANINA
0,,21.6,,,,,1.67,LANINA
,33.4,,4.2,8.3,26.16,58.25,2.33,LANINA
0,,19.3,,,,,2.67,LANINA
,35,,5.8,7,26.3,52,5.00,LANINA
0,,20.2,,,,,3.67,LANINA
,32.8,,6.3,6.9,25.22,61.25,3.00,LANINA
0,,20.6,,,,,1.67,LANINA
,31.4,,3.2,6,24.68,65.25,1.67,LANINA
0,,18.4,,,,,1.33,LANINA
,28.7,,3.3,3.5,22.58,87.25,3.00,LANINA
9.7,,19.5,,,,,2.33,LANINA
,21.8,,0,1.7,18.84,94.25,0.00,LANINA
7.1,,17,,,,,0.67,LANINA
,26.5,,5.7,1.5,19.66,76,3.33,LANINA
34.1,,14.4,,,,,2.00,LANINA
,21,,0,3.1,18.04,95.25,2.00,LANINA
6.1,,16.4,,,,,2.67,LANINA
,27.1,,4.5,0.6,21.52,79.5,0.67,LANINA
15.5,,16.3,,,,,0.67,LANINA
,27.3,,2.2,2.3,20.76,82,3.33,LANINA
0,,17.7,,,,,2.33,LANINA
,25.3,,1.8,2.5,21.2,78.25,3.67,LANINA
33,,17.5,,,,,5.00,LANINA
,25.5,,0.7,3,21.42,91,3.67,LANINA
0,,18.9,,,,,2.67,LANINA
,23.9,,0.7,1.3,20.32,85.5,3.00,LANINA
33.7,,17.7,,,,,2.00,LANINA
,24.7,,3.5,1.5,20.26,79,2.67,LANINA
0,,18,,,,,7.00,LANINA
,25.5,,0.5,2.7,20.78,81.5,5.00,LANINA
0,,16.7,,,,,3.67,LANINA
,28.3,,3.3,2.5,23.24,72,3.67,LANINA
1.2,,18.6,,,,,2.33,LANINA
,22.8,,0,3.4,19.14,90,1.33,LANINA
22.8,,17.4,,,,,1.33,LANINA
,24.7,,0.9,2,18.86,81,1.33,LANINA
0,,15.5,,,,,1.33,LANINA
,29.2,,10.6,2.9,22.72,70.5,0.67,LANINA
0,,16.2,,,,,1.00,LANINA
,31.1,,9.4,4.1,23.6,66.5,1.33,LANINA
0,,17.6,,,,,2.00,LANINA
,29.5,,2.9,5.5,22.38,79,3.00,LANINA
0,,19.1,,,,,7.33,LANINA
,28.5,,6.9,2.5,22.98,68.25,4.33,LANINA
20,,17.1,,,,,3.33,LANINA
,28.9,,11.1,6.7,21.42,57.75,3.00,LANINA
0,,15.5,,,,,3.00,LANINA
,27.7,,10.4,6.5,20.18,59,0.33,LANINA
0,,14,,,,,0.67,LANINA
,29.9,,10.3,5.8,22.56,60,1.00,LANINA
0,,13.3,,,,,1.00,LANINA
,30.9,,8.6,4.8,24,59.5,1.67,LANINA
0,,17.4,,,,,0.67,LANINA
,24.2,,0,5.4,21.66,85.75,2.33,LANINA
0.1,,20.1,,,,,3.33,LANINA
,29.1,,7,1.2,23.96,72.5,3.00,LANINA
5.1,,19.3,,,,,2.33,LANINA
,29.5,,11.1,3.8,22.42,68.5,2.67,LANINA
0,,18.2,,,,,1.67,LANINA
,29.2,,11.3,4.7,21.98,51,2.33,LANINA
0,,14.1,,,,,3.67,LANINA
,28.5,,11.2,8.4,21,51.5,0.33,LANINA
0,,13.7,,,,,1.67,LANINA
,31.4,,11.1,6.7,22.74,49.75,2.00,LANINA
0,,13.5,,,,,1.00,LANINA
,31.9,,10.9,6.3,23.92,48,1.67,LANINA
0,,15.4,,,,,1.33,LANINA
,32.6,,11.1,8.4,24.04,39.5,2.33,LANINA
0,,16.5,,,,,1.00,LANINA
,34.2,,11,8.6,25.5,43.75,1.67,LANINA
0,,17.3,,,,,1.00,LANINA
,31.1,,8.2,8.3,24.28,70,3.50,LANINA
0,,18.5,,,,,1.67,LANINA
,24.9,,0.4,4,21.58,97.25,2.00,LANINA
22,,19.4,,,,,1.67,LANINA
,29.4,,3.9,1.2,22.94,84.25,3.00,LANINA
3.5,,19.7,,,,,3.00,LANINA
,27.6,,1.6,1.6,23.02,90.25,4.33,LANINA
7.3,,20.1,,,,,1.67,LANINA
,27.7,,2.3,1.8,22.2,88.75,2.33,LANINA
6.8,,19.3,,,,,0.67,LANINA
,29.1,,6.3,1.2,23.78,79.75,3.67,LANINA
6.2,,19.1,,,,,2.67,LANINA
,30.1,,4.3,3.2,24.56,74.5,2.67,LANINA
0,,20.9,,,,,3.00,LANINA
,25.3,,0.6,2.7,21.18,91.75,2.67,LANINA
4.2,,19.2,,,,,1.67,LANINA
,23.9,,0,1.1,20.12,93.25,1.33,LANINA
4.9,,18.7,,,,,2.00,LANINA
,24,,0.4,1.1,19.44,83.25,2.33,LANINA
8,,17,,,,,3.00,LANINA
,26.3,,2.6,2.2,21,83.25,2.71,LANINA
0,,17.4,,,,,2.00,LANINA
,30.1,,8.8,2.2,23.22,66.75,2.33,LANINA
0,,16.4,,,,,2.33,LANINA
,31.2,,8.9,4,24.26,60.75,2.33,LANINA
0,,17.7,,,,,1.00,LANINA
,29.9,,8.6,5,24.06,60.5,1.33,LANINA
0,,17.8,,,,,2.67,LANINA
,30,,6.2,5.8,22.62,76,1.00,LANINA
0,,16.8,,,,,2.33,LANINA
,23.6,,0,3.2,19.24,96.5,1.67,LANINA
16.6,,17.8,,,,,2.00,LANINA
,24.9,,0.7,0.7,20.76,84.25,0.67,LANINA
23.5,,17.5,,,,,0.67,LANINA
,27.9,,6.9,1.8,22,75.75,3.33,LANINA
0.9,,16.1,,,,,0.33,LANINA
,30.1,,8.2,2.6,23.16,69.5,2.67,LANINA
0,,17.8,,,,,1.33,LANINA
,29.1,,8.1,3.8,22.6,68.5,1.00,LANINA
0,,17.7,,,,,1.33,LANINA
,29.9,,5.6,4.1,23.32,64,1.67,LANINA
0,,18.4,,,,,1.67,LANINA
,28.3,,2.5,3.5,22.7,80.25,1.67,LANINA
14.3,,19.5,,,,,1.67,LANINA
,29.8,,7.4,3.3,24.04,73,2.33,LANINA
2.3,,20.3,,,,,2.00,LANINA
,31.2,,10.8,4,24.6,61.5,1.00,LANINA
0,,19,,,,,2.33,LANINA
,32.4,,11.2,5.4,24.7,54.25,2.33,LANINA
0,,17.9,,,,,3.00,LANINA
,33.1,,8.5,6.3,25.08,66.75,2.00,LANINA
0,,18.6,,,,,2.33,LANINA
,32.5,,10.6,4.5,26.14,59.5,2.33,LANINA
8.6,,20.3,,,,,0.67,LANINA
,32.8,,8.2,5.1,26.96,57.5,1.00,LANINA
0,,19.1,,,,,2.00,LANINA
,31.7,,4.3,5.8,25.3,76.75,0.67,LANINA
0,,21,,,,,1.00,LANINA
,30,,1.5,3.2,24.26,77.75,2.00,LANINA
2.8,,20.5,,,,,1.00,LANINA
,29.9,,3,3.1,23.8,75,1.67,LANINA
0.8,,20.6,,,,,1.67,LANINA
,31.4,,7.9,3.5,24.6,62.25,1.67,LANINA
0,,18.1,,,,,1.67,LANINA
,29.3,,4.1,4.5,23.02,80.75,1.33,LANINA
0,,18.4,,,,,1.67,LANINA
,24.7,,1.5,2.3,20.74,92.5,0.70,LANINA
19.9,,18.7,,,,,1.00,LANINA
,28.7,,5.1,1,22.62,72.75,1.00,LANINA
22.8,,17.5,,,,,1.67,LANINA
,29.5,,8.3,3.4,23.4,69.75,1.00,LANINA
2.5,,18.2,,,,,1.00,LANINA
,29.7,,9.1,3.4,24.02,68.75,2.33,LANINA
0,,18.9,,,,,2.67,LANINA
,31.3,,9.4,4,23.92,69.5,0.33,LANINA
0,,18.3,,,,,1.67,LANINA
,30.7,,8.9,3.8,24.88,72.25,2.67,LANINA
6.8,,19.8,,,,,2.00,LANINA
,30.2,,5.1,3.3,23.8,74.5,3.00,LANINA
0,,20.3,,,,,3.00,LANINA
,25.6,,0,2.5,21.36,90.5,0.33,LANINA
4.4,,20,,,,,1.67,LANINA
,24.2,,0.5,1.4,21.04,89.5,1.00,LANINA
3.9,,19.2,,,,,1.67,LANINA
,27.5,,1,2.1,22.1,77.5,0.67,LANINA
6.5,,17.9,,,,,1.67,LANINA
,29.8,,7.7,2.7,21.96,78.25,1.67,LANINA
0,,16.7,,,,,1.00,LANINA
,27.8,,6.5,3,23.02,83,1.67,LANINA
16.9,,18.7,,,,,2.33,LANINA
,28.8,,3.6,2.4,23.26,83.75,3.33,LANINA
2.3,,20.6,,,,,1.00,LANINA
,27.9,,2.7,1.9,22.1,93,1.33,LANINA
1.1,,19.5,,,,,2.67,LANINA
,23.8,,0,1,20.86,91.25,1.33,LANINA
17.8,,18.1,,,,,0.67,LANINA
,24.5,,0.3,0.9,20.02,89.25,0.33,LANINA
6.6,,17.5,,,,,1.00,LANINA
,23.9,,0.1,1.4,19.68,84,1.00,LANINA
3,,16.5,,,,,0.67,LANINA
,25.3,,2,1.9,21.26,77,1.00,LANINA
0,,16.6,,,,,1.00,LANINA
,26.2,,0.3,2.6,22.12,77.75,1.33,LANINA
0,,18.3,,,,,1.67,LANINA
,25,,0.4,2.5,21.14,85,1.67,LANINA
0,,17.5,,,,,2.33,LANINA
,24.9,,0.6,1.6,21.12,77.75,1.33,LANINA
1,,18.5,,,,,0.67,LANINA
,24.6,,0.8,3.1,20.62,83.25,0.67,LANINA
0,,17.1,,,,,1.67,LANINA
,22,,0,2.6,19.28,92.75,1.00,LANINA
0.6,,17.6,,,,,2.33,LANINA
,23.1,,0,0.9,18.96,95,0.97,LANINA
13.6,,17.3,,,,,1.67,LANINA
,27.1,,2.8,0.5,21.4,87.25,1.67,LANINA
44.5,,16.9,,,,,1.67,LANINA
,28.3,,7,1.6,21.94,82,1.33,LANINA
0.8,,17.7,,,,,0.67,LANINA
,30.8,,9.7,2.6,24.56,67.25,0.67,LANINA
0,,17.3,,,,,0.33,LANINA
,32.7,,10.5,3.7,25.94,63.25,0.33,LANINA
0,,18.4,,,,,3.00,LANINA
,26.3,,0.4,4.1,20.54,88.5,1.33,LANINA
13.9,,18.8,,,,,1.67,LANINA
,27.2,,4.2,1.3,22.34,77,1.00,LANINA
13.1,,18.7,,,,,0.67,LANINA
,25.4,,2.7,4,21.1,81.75,0.67,LANINA
0,,18.9,,,,,0.67,LANINA
,24.9,,1,2.3,21.36,81.75,0.67,LANINA
0,,17.7,,,,,0.67,LANINA
,27.1,,4.3,2.1,22.12,84.5,1.67,LANINA
0,,19.3,,,,,1.33,LANINA
,29.4,,1.1,2,23.06,72,1.67,LANINA
3.4,,17.3,,,,,1.33,LANINA
,30.5,,8.2,4,23.32,75.5,0.67,LANINA
0,,18.5,,,,,5.33,LANINA
,30,,7.1,3.1,23.9,74.75,0.67,LANINA
2.6,,19.4,,,,,0.67,LANINA
,31,,10,2.7,24.42,72.5,1.00,LANINA
0,,19,,,,,2.33,LANINA
,32.2,,9.6,3.5,25.64,69.25,2.33,LANINA
1.3,,19.5,,,,,2.00,LANINA
,29.9,,1.6,3.9,22.64,79.25,0.33,LANINA
2.1,,18.6,,,,,0.00,LANINA
,31.1,,4.8,2.9,22.3,78,0.33,LANINA
0,,18.5,,,,,1.00,LANINA
,28.7,,3,3.4,22.82,76.75,1.33,LANINA
26.6,,18.2,,,,,1.33,LANINA
,29.4,,6.7,3.3,23.68,73.5,1.33,LANINA
0,,20.4,,,,,1.00,LANINA
,29.8,,4.3,3.9,23.3,75.75,0.33,LANINA
8.2,,18.7,,,,,1.67,LANINA
,29.1,,7.4,2.9,21.82,85.25,0.67,LANINA
0.6,,18.9,,,,,1.00,LANINA
,28.5,,8.4,2.5,21.84,81.25,0.67,LANINA
31.3,,16.9,,,,,0.33,LANINA
,28.6,,6.5,2.3,23.52,76.25,1.67,LANINA
6,,18.7,,,,,1.67,LANINA
,26.3,,1.6,3.1,21.2,94,1.33,LANINA
24.3,,18.9,,,,,0.67,LANINA
,28.7,,4.6,0.1,22.68,88.25,3.67,LANINA
11.8,,19.3,,,,,1.00,LANINA
,25.1,,0,1.5,21,90.5,1.00,LANINA
0,,15.9,,,,,1.33,LANINA
,23.4,,0,1.1,20.86,96,0.33,LANINA
26.8,,19.5,,,,,1.00,LANINA
,28.1,,4.4,0.9,22.7,75,1.67,LANINA
7.2,,18,,,,,2.33,LANINA
,29,,7.5,2.7,23.12,69.75,1.67,LANINA
0,,17.2,,,,,1.00,LANINA
,28.9,,3.7,3.2,23.02,71.5,1.00,LANINA
0,,18.2,,,,,0.67,LANINA
,28.7,,6.2,3.1,23.04,76.75,1.67,LANINA
0,,19.1,,,,,1.67,LANINA
,23.8,,0,3.1,20.5,93.5,1.33,LANINA
14.2,,18.2,,,,,1.67,LANINA
,28,,5.7,0.8,22.62,92.75,2.00,LANINA
12,,19.8,,,,,1.33,LANINA
,29.5,,9.9,2.1,23.36,71,1.67,LANINA
0.2,,17.3,,,,,1.67,LANINA
,29,,10,3.5,22.6,69,1.00,LANINA
0,,16.1,,,,,1.00,LANINA
,29.9,,9.8,4.2,23.6,66,0.33,LANINA
0,,16.8,,,,,0.67,LANINA
,30.2,,9.8,4.5,22.94,64,0.67,LANINA
0,,16.6,,,,,0.67,LANINA
,30.7,,9.8,4.4,23.78,60.75,1.00,LANINA
0,,16.5,,,,,0.67,LANINA
,29.7,,5,5.3,23.02,77.25,1.00,LANINA
0,,19.1,,,,,2.33,LANINA
,30.3,,9.3,2.8,23.9,75.5,2.33,LANINA
1.6,,19.5,,,,,1.00,LANINA
,30.1,,6.5,3.3,22.6,82.5,1.00,LANINA
21.8,,19.7,,,,,1.67,LANINA
,30.9,,6.7,2.7,23.52,77.75,2.33,LANINA
9.7,,18.5,,,,,3.00,LANINA
,26.7,,1.7,2.6,21.88,93.75,1.67,LANINA
4.3,,19.9,,,,,1.00,LANINA
,24.4,,0.5,0.9,21.84,88.75,1.67,LANINA
10.7,,20.1,,,,,1.00,LANINA
,24.3,,0,0.8,20.78,94.25,0.67,LANINA
20.7,,19.2,,,,,0.67,LANINA
,22.3,,0,0.8,19.16,81.5,0.33,LANINA
21.3,,17.3,,,,,1.67,LANINA
,22,,0.8,2.3,18.62,81.5,1.33,LANINA
0,,16.3,,,,,2.33,LANINA
,22.8,,0.3,2.4,18.94,89.25,1.00,LANINA
0,,15.7,,,,,1.33,LANINA
,19.1,,0,1.2,16.98,93.25,2.00,LANINA
20.1,,15.8,,,,,0.67,LANINA
,27.7,,8.2,1.1,21.46,76.25,2.33,LANINA
8,,15.7,,,,,2.33,LANINA
,28.3,,7.8,3.1,21.78,80.5,0.67,LANINA
16.6,,18.3,,,,,2.33,LANINA
,28.7,,5.7,3.2,22.78,74.5,1.33,LANINA
1.6,,17.6,,,,,1.00,LANINA
,28.3,,1.9,2.7,22.88,80.25,1.00,LANINA
1.8,,19.4,,,,,0.00,LANINA
,27.1,,3.5,2.4,21.96,82.25,0.67,LANINA
0.9,,19.1,,,,,1.00,LANINA
,29.4,,7.6,2.2,22.88,68.5,1.00,LANINA
0,,18.1,,,,,0.33,LANINA
,28.2,,6.9,3.7,22.72,79,1.33,LANINA
0,,17.9,,,,,0.67,LANINA
,27.1,,6.1,3,22.44,81,0.67,LANINA
0,,18.1,,,,,0.33,LANINA
,28.2,,7.1,2.9,22.12,77.75,0.33,LANINA
7.6,,17.4,,,,,1.67,LANINA
,28.8,,9.6,2.9,21.9,74.5,0.33,LANINA
2.4,,16.3,,,,,1.67,LANINA
,30.1,,10,3.4,22.96,66.25,1.00,LANINA
0,,16.3,,,,,1.00,LANINA
,28.5,,9.5,4,22.26,70.25,0.67,LANINA
0,,18.6,,,,,2.00,LANINA
,26,,9.7,4.5,20.48,72.25,1.00,LANINA
0,,16.7,,,,,0.67,LANINA
,27.5,,7.8,3.4,21.06,70.75,1.67,LANINA
0,,15.5,,,,,0.33,LANINA
,28.9,,9.4,3.7,21.44,72,2.00,LANINA
0,,15.9,,,,,0.67,LANINA
,23.6,,0.2,3.7,20.88,84.25,1.67,LANINA
0,,18.2,,,,,3.00,LANINA
,25.3,,0.5,2,20.84,87.25,0.33,LANINA
0,,18.7,,,,,0.67,LANINA
,25.4,,2.2,1.5,20.4,84.5,1.00,LANINA
8,,18,,,,,1.33,LANINA
,26.5,,7.8,1.8,20.98,75.5,1.00,LANINA
0,,16,,,,,2.00,LANINA
,26.3,,2.9,2.8,20.72,85.5,0.67,LANINA
0,,16,,,,,0.67,LANINA
,27.1,,2.9,1.5,22.22,84.75,1.00,LANINA
8.7,,19.1,,,,,1.67,LANINA
,27.2,,2.4,1.5,21.96,87,1.67,LANINA
0.4,,19.5,,,,,1.00,LANINA
,29.1,,6.7,1.4,23.22,82.75,0.67,LANINA
0.7,,19.1,,,,,2.00,LANINA
,29.3,,4.3,1.9,23.08,82.25,1.00,LANINA
0.7,,19.6,,,,,1.00,LANINA
,30.7,,8.9,2.2,23.7,73.5,2.67,LANINA
0.1,,17.9,,,,,0.67,LANINA
,29.8,,5.4,3.4,22.6,77,0.00,LANINA
0,,18.2,,,,,0.67,LANINA
,29.9,,8.7,2.5,22.94,73.25,0.33,LANINA
0.8,,17,,,,,0.67,LANINA
,25.1,,2,3.7,20.76,91.75,1.67,LANINA
1.8,,18.8,,,,,0.00,LANINA
,22.6,,2.7,0.9,18.76,85.25,0.67,LANINA
17,,17.1,,,,,0.67,LANINA
,27.2,,3.7,2.1,21.36,83.25,1.00,LANINA
0,,17,,,,,1.00,LANINA
,27.8,,4.9,1.9,22.38,75.25,1.00,LANINA
10.4,,17.5,,,,,1.00,LANINA
,26.3,,9.5,3,21.04,70.5,2.33,LANINA
0,,17.7,,,,,1.67,LANINA
,25.5,,2.9,3.5,19.72,86,1.00,LANINA
0,,16.5,,,,,1.67,LANINA
,20.2,,0.1,1.8,18.68,94.5,2.00,LANINA
7,,17.7,,,,,1.33,LANINA
,23.3,,0.3,0.5,19.5,94.75,3.67,LANINA
2,,16.4,,,,,1.33,LANINA
,26.7,,7.5,0.7,20,84.75,1.67,LANINA
2.8,,15.9,,,,,0.67,LANINA
,25.9,,9.2,1.9,19.76,78.25,1.67,LANINA
3.8,,14.8,,,,,2.00,LANINA
,26.5,,9.3,2.7,20.04,69.5,1.33,LANINA
0,,14.4,,,,,1.00,LANINA
,26.2,,8,3.1,19.4,69.75,1.33,LANINA
0,,12.8,,,,,0.33,LANINA
,26.6,,9.1,3,19.1,68.5,2.00,LANINA
0,,12.2,,,,,1.33,LANINA
,28.6,,9.4,3,20.28,65.5,1.33,LANINA
0,,13.3,,,,,1.00,LANINA
,28.3,,9.4,4.3,20.5,65.5,3.00,LANINA
0,,13.8,,,,,1.33,LANINA
,28.4,,3.7,3.8,20.98,83.75,1.67,LANINA
0,,17.3,,,,,1.00,LANINA
,22.1,,0.6,2.4,17.02,86.75,1.67,LANINA
28.7,,14.8,,,,,2.33,LANINA
,21.1,,0.3,1.8,17.2,86.75,1.33,LANINA
0,,13.7,,,,,1.00,LANINA
,18.8,,0,1.5,17.5,98.75,0.67,LANINA
12.1,,16.3,,,,,1.33,LANINA
,18.8,,6.5,0.2,13.46,81.5,0.33,LANINA
13.4,,11.6,,,,,1.00,LANINA
,20.2,,8.1,1.8,14.3,78.25,0.67,LANINA
0,,11.5,,,,,1.33,LANINA
,20.9,,8.8,1.8,15.72,73.25,1.67,LANINA
0,,12.1,,,,,2.00,LANINA
,21.4,,9.2,3.4,14.08,70.25,1.33,LANINA
0,,9.2,,,,,1.33,LANINA
,23.4,,9.1,2.1,14.66,66.75,1.00,LANINA
0,,7.2,,,,,0.33,LANINA
,24.5,,9.4,3.1,17.18,66.75,2.33,LANINA
0,,9,,,,,1.67,LANINA
,23,,5.3,4.1,17.74,69,1.00,LANINA
0,,13.7,,,,,1.00,LANINA
,23.5,,8.5,3.3,17.52,75.25,2.00,LANINA
0,,13.3,,,,,1.00,LANINA
,22.8,,6.1,2.5,16.98,77.75,1.00,LANINA
0,,11.7,,,,,2.33,LANINA
,21.8,,2.8,2.5,16.76,78.75,1.00,LANINA
0,,12.8,,,,,0.33,LANINA
,20.7,,0.2,2,16.82,79.75,2.00,LANINA
0,,12.9,,,,,1.33,LANINA
,23.5,,6.7,2.1,17.54,80.75,2.33,LANINA
2.2,,14.3,,,,,1.33,LANINA
,25.2,,7.9,1.9,18.38,77.25,2.33,LANINA
0,,13.1,,,,,1.00,LANINA
,26,,8.2,2,19.3,70.75,3.00,LANINA
0,,13.5,,,,,0.67,LANINA
,24.7,,2.9,4.2,19.26,75.75,0.67,LANINA
0,,15.4,,,,,2.33,LANINA
,27.1,,8.2,2.5,19.8,77,0.67,LANINA
0,,15.9,,,,,1.33,LANINA
,26.4,,5.2,3,18.8,81.25,2.67,LANINA
0,,14,,,,,2.33,LANINA
,26.9,,9.1,2.5,18.6,62.75,3.00,LANINA
0,,12.9,,,,,3.00,LANINA
,26.9,,9,4.3,18.68,67.25,2.33,LANINA
0,,12.9,,,,,2.33,LANINA
,26.9,,8.9,3.5,18.62,70.25,1.67,LANINA
0,,12.5,,,,,1.00,LANINA
,27,,8.8,3.4,18.58,71,1.67,LANINA
0,,11.9,,,,,1.67,LANINA
,24.7,,7.5,3,17.72,73.75,1.00,LANINA
0,,12.5,,,,,2.33,LANINA
,25.6,,7.6,2.8,17.62,72.5,1.00,LANINA
0,,11.7,,,,,2.33,LANINA
,25.8,,8.6,2.7,17.58,66.25,0.33,LANINA
0,,11.7,,,,,0.33,LANINA
,25.9,,8.7,3.6,17.64,64.5,0.33,LANINA
0,,10.7,,,,,0.67,LANINA
,27.9,,9,3.7,20.02,58.25,0.67,LANINA
0,,11.9,,,,,1.00,LANINA
,21.8,,1.5,4.7,18.96,87.25,1.00,LANINA
0,,17.2,,,,,3.00,LANINA
,21.2,,0.4,0.9,17.38,90.5,1.67,LANINA
2.2,,15.8,,,,,2.33,LANINA
,19.8,,3.9,1.3,13.84,80.25,1.00,LANINA
0,,10.5,,,,,0.67,LANINA
,17.8,,1,1.9,13.82,92.25,1.33,LANINA
6.9,,11.5,,,,,0.33,LANINA
,23.3,,5.3,0.6,16.36,80.5,0.00,LANINA
0.7,,12.1,,,,,0.33,LANINA
,24.5,,7.9,1.7,17.76,78,1.67,LANINA
0,,11.5,,,,,1.33,LANINA
,24.5,,0.8,2.1,18.18,94.25,1.67,LANINA
14.4,,15.7,,,,,1.67,LANINA
,26.4,,7.9,0.5,18.24,79.75,1.00,LANINA
6.4,,13.4,,,,,1.00,LANINA
,26,,4.6,2.2,18.58,80,1.00,LANINA
0,,14.4,,,,,1.33,LANINA
,26.3,,,2.2,19.78,67.5,1.67,LANINA
0,,14.6,,,,,0.67,LANINA
,26.7,,7.9,3.6,20.1,63.75,0.33,LANINA
0,,15.5,,,,,1.67,LANINA
,25.3,,6.2,5,19.9,66.5,1.33,LANINA
0,,16.5,,,,,1.67,LANINA
,25.1,,8.2,3.7,18.72,78.5,1.33,LANINA
0,,14.9,,,,,0.67,LANINA
,26.7,,7.7,2.3,19,75,1.33,LANINA
0,,13.1,,,,,1.00,LANINA
,26.9,,8.4,2.6,19.86,73.75,1.00,LANINA
0,,15.1,,,,,1.00,LANINA
,26.9,,7.5,3,19.52,70.25,0.67,LANINA
0,,14.7,,,,,1.33,LANINA
,26.2,,8.6,3.3,18.42,69.75,1.67,LANINA
0,,13.4,,,,,1.67,LANINA
,26.3,,6.8,4,19.68,76,1.67,LANINA
0,,14.8,,,,,0.67,LANINA
,18.6,,7.8,4.2,13.5,79.5,0.67,LANINA
0.3,,11.5,,,,,0.67,LANINA
,22,,6.9,1.5,11.74,79,1.33,LANINA
0,,5.1,,,,,5.00,LANINA
,24.7,,7.9,2,16.02,74.75,1.00,LANINA
0,,8.2,,,,,1.67,LANINA
,25.6,,6.9,3.1,18.62,73,1.67,LANINA
0,,12.7,,,,,0.67,LANINA
,26.9,,7.3,3.4,19.22,69.25,1.33,LANINA
0,,15.3,,,,,1.00,LANINA
,25.5,,4.2,3.9,19.82,79.75,0.33,LANINA
0,,15.6,,,,,1.33,LANINA
,23.6,,2.6,2,18.14,86.25,1.00,LANINA
0,,14.6,,,,,1.00,LANINA
,21.8,,4.8,1.6,15.46,86,1.67,LANINA
0,,13.3,,,,,1.00,LANINA
,18,,0,1.7,14.34,95.25,1.67,LANINA
0,,11.5,,,,,1.67,LANINA
,18.9,,5.6,0.4,14.56,87.5,1.33,LANINA
3,,12.2,,,,,1.33,LANINA
