--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83714;04/04/2007;0000;;24;;;;;
83714;04/04/2007;1200;0;;;;;;
83714;05/04/2007;0000;;22.8;;;;;
83714;05/04/2007;1200;2.4;;;;;;
83714;06/04/2007;0000;;21.4;;;;;
83714;06/04/2007;1200;1.6;;;;;;
83714;07/04/2007;0000;;21.8;;;;;
83714;07/04/2007;1200;0;;;;;;
83714;08/04/2007;0000;;20.6;;;;;
83714;08/04/2007;1200;6;;;;;;
83714;09/04/2007;0000;;20;;;;;
83714;09/04/2007;1200;10.3;;;;;;
83714;10/04/2007;0000;;21;;;;;
83714;10/04/2007;1200;4;;;;;;
83714;11/04/2007;0000;;23.2;;;;;
83714;11/04/2007;1200;0;;;;;;
83714;12/04/2007;0000;;24.6;;;;;
83714;12/04/2007;1200;0;;;;;;
83714;13/04/2007;0000;;21.4;;;;;
83714;13/04/2007;1200;0;;;;;;
83714;14/04/2007;0000;;21.2;;;;;
83714;14/04/2007;1200;1.7;;;;;;
83714;15/04/2007;0000;;22.4;;;;;
83714;15/04/2007;1200;2.1;;;;;;
83714;16/04/2007;0000;;22.6;;;;;
83714;16/04/2007;1200;0;;;;;;
83714;17/04/2007;0000;;19.8;;;;;
83714;17/04/2007;1200;14;;;;;;
83714;18/04/2007;0000;;21.8;;;;;
83714;18/04/2007;1200;8.7;;;;;;
83714;19/04/2007;0000;;22;;;;;
83714;19/04/2007;1200;0;;;;;;
83714;20/04/2007;0000;;20.8;;;;;
83714;20/04/2007;1200;0;;;;;;
83714;21/04/2007;0000;;20.4;;;;;
83714;21/04/2007;1200;24.6;;;;;;
83714;22/04/2007;0000;;20.2;;;;;
83714;22/04/2007;1200;9.6;;;;;;
83714;23/04/2007;0000;;22.8;;;;;
83714;23/04/2007;1200;5.6;;;;;;
83714;24/04/2007;0000;;23.4;;;;;
83714;24/04/2007;1200;0;;;;;;
83714;25/04/2007;0000;;23.4;;;;;
83714;25/04/2007;1200;0;;;;;;
83714;26/04/2007;0000;;23;;;;;
83714;26/04/2007;1200;0;;;;;;
83714;27/04/2007;0000;;18.2;;;;;
83714;27/04/2007;1200;3;;;;;;
83714;28/04/2007;0000;;15.4;;;;;
83714;28/04/2007;1200;30.1;;;;;;
83714;29/04/2007;0000;;19.8;;;;;
83714;29/04/2007;1200;1.8;;;;;;
83714;30/04/2007;0000;;19.8;;;;;
83714;30/04/2007;1200;0;;;;;;
83714;01/05/2007;0000;;20.2;;;;;
83714;01/05/2007;1200;0;;;;;;
83714;02/05/2007;0000;;21;;;;;
83714;02/05/2007;1200;0;;;;;;
83714;03/05/2007;0000;;19.4;;;;;
83714;03/05/2007;1200;0;;;;;;
83714;04/05/2007;0000;;19;;;;;
83714;04/05/2007;1200;2.8;;;;;;
83714;05/05/2007;0000;;21.6;;;;;
83714;05/05/2007;1200;0;;;;;;
83714;06/05/2007;0000;;19;;;;;
83714;06/05/2007;1200;0;;;;;;
83714;07/05/2007;0000;;20.4;;;;;
83714;07/05/2007;1200;0;;;;;;
83714;08/05/2007;0000;;20.8;;;;;
83714;08/05/2007;1200;0;;;;;;
83714;09/05/2007;0000;;12.8;;;;;
83714;09/05/2007;1200;12.7;;;;;;
83714;10/05/2007;0000;;11.1;;;;;
83714;10/05/2007;1200;5.2;;;;;;
83714;11/05/2007;0000;;16.8;;;;;
83714;11/05/2007;1200;0.6;;;;;;
83714;12/05/2007;0000;;20;;;;;
83714;12/05/2007;1200;0;;;;;;
83714;13/05/2007;0000;;21.2;;;;;
83714;13/05/2007;1200;0;;;;;;
83714;14/05/2007;0000;;18.2;;;;;
83714;14/05/2007;1200;0;;;;;;
83714;15/05/2007;0000;;19.6;;;;;
83714;15/05/2007;1200;0;;;;;;
83714;16/05/2007;0000;;20.4;;;;;
83714;16/05/2007;1200;0;;;;;;
83714;17/05/2007;0000;;22.2;;;;;
83714;17/05/2007;1200;0;;;;;;
83714;18/05/2007;0000;;21;;;;;
83714;18/05/2007;1200;0;;;;;;
83714;19/05/2007;0000;;19.8;;;;;
83714;19/05/2007;1200;0.8;;;;;;
83714;20/05/2007;0000;;19.8;;;;;
83714;20/05/2007;1200;5.7;;;;;;
83714;21/05/2007;0000;;19.6;;;;;
83714;21/05/2007;1200;2.2;;;;;;
83714;22/05/2007;0000;;16;;;;;
83714;22/05/2007;1200;0;;;;;;
83714;23/05/2007;0000;;12.6;;;;;
83714;23/05/2007;1200;24.1;;;;;;
83714;24/05/2007;0000;;11.9;;;;;
83714;24/05/2007;1200;14.4;;;;;;
83714;25/05/2007;0000;;13.8;;;;;
83714;25/05/2007;1200;0;;;;;;
83714;26/05/2007;0000;;16;;;;;
83714;26/05/2007;1200;0;;;;;;
83714;27/05/2007;0000;;17;;;;;
83714;27/05/2007;1200;0.2;;;;;;
83714;28/05/2007;0000;;16.8;;;;;
83714;28/05/2007;1200;1.7;;;;;;
83714;29/05/2007;0000;;14.8;;;;;
83714;29/05/2007;1200;0.1;;;;;;
83714;30/05/2007;0000;;11.9;;;;;
83714;30/05/2007;1200;1.3;;;;;;
83714;31/05/2007;0000;;15.8;;;;;
83714;31/05/2007;1200;0;;;;;;
83714;01/06/2007;0000;;18.2;;;;;
83714;01/06/2007;1200;0;;;;;;
83714;02/06/2007;0000;;18.2;;;;;
83714;02/06/2007;1200;0.2;;;;;;
83714;03/06/2007;0000;;13;;;;;
83714;03/06/2007;1200;15.8;;;;;;
83714;04/06/2007;0000;;14.8;;;;;
83714;04/06/2007;1200;8.8;;;;;;
83714;05/06/2007;0000;;16.4;;;;;
83714;05/06/2007;1200;0;;;;;;
83714;06/06/2007;0000;;18;;;;;
83714;06/06/2007;1200;0;;;;;;
83714;07/06/2007;0000;;20;;;;;
83714;07/06/2007;1200;0;;;;;;
83714;08/06/2007;0000;;20.2;;;;;
