--------------------
BDMEP - INMET
--------------------
Estação           : SAO CARLOS - SP (OMM: 83726)
Latitude  (graus) : -21.96
Longitude (graus) : -47.86
Altitude  (metros): 856.00
Estação Operante
Inicio de operação: 24/09/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83726;01/01/2007;0000;;22.2;;0;0.4;20.24;95.25;2.8;
83726;01/01/2007;1200;42.8;;19.3;;;;;;
83726;02/01/2007;0000;;23.1;;0;0.5;20.06;95.5;3.166667;
83726;02/01/2007;1200;29.4;;19.3;;;;;;
83726;03/01/2007;0000;;23.5;;0;0.4;20.64;96.5;2.266667;
83726;03/01/2007;1200;26.2;;18.9;;;;;;
83726;04/01/2007;0000;;24.7;;0;0.5;21.2;92.75;2.1;
83726;04/01/2007;1200;14.2;;18.9;;;;;;
83726;05/01/2007;0000;;21;;0;0.7;20.08;98.5;3.233333;
83726;05/01/2007;1200;17.6;;18.8;;;;;;
83726;06/01/2007;0000;;20.4;;0;0.4;19.98;97.75;3.333333;
83726;06/01/2007;1200;51.6;;19.1;;;;;;
83726;07/01/2007;0000;;27;;2.4;0.3;22;93.5;1.733333;
83726;07/01/2007;1200;26;;19.1;;;;;;
83726;08/01/2007;0000;;29.9;;9.1;1.4;23.4;80.5;2.133333;
83726;08/01/2007;1200;1.4;;19.6;;;;;;
83726;09/01/2007;0000;;28.9;;6.2;2.3;24.26;80.75;2.533333;
83726;09/01/2007;1200;8.8;;19.9;;;;;;
83726;10/01/2007;0000;;28.4;;3.2;2.2;24.28;83;1;
83726;10/01/2007;1200;0.6;;20.7;;;;;;
83726;11/01/2007;0000;;31.1;;10.6;2;24.82;70.25;2.133333;
83726;11/01/2007;1200;7.6;;18.7;;;;;;
83726;12/01/2007;0000;;29.7;;5.1;4.1;23.88;86.5;2.266667;
83726;12/01/2007;1200;0;;19.7;;;;;;
83726;13/01/2007;0000;;27.5;;2.1;2;22.48;92.25;2.2;
83726;13/01/2007;1200;1.4;;20.9;;;;;;
83726;14/01/2007;0000;;26.9;;0;1.7;21.8;91;2.433333;
83726;14/01/2007;1200;9.9;;19.9;;;;;;
83726;15/01/2007;0000;;24.3;;0.1;1.8;20.68;90.25;2.666667;
83726;15/01/2007;1200;12.4;;18.7;;;;;;
83726;16/01/2007;0000;;26;;0.4;1;21.52;82.25;1.8;
83726;16/01/2007;1200;5.8;;18.4;;;;;;
83726;17/01/2007;0000;;28;;1.5;2.4;22.66;87;2.633333;
83726;17/01/2007;1200;0;;19.7;;;;;;
83726;18/01/2007;0000;;28.2;;1.3;1.4;21.96;91.25;2.866667;
83726;18/01/2007;1200;30.4;;19.2;;;;;;
83726;19/01/2007;0000;;31.1;;7.2;0.8;23.74;82;2.366667;
83726;19/01/2007;1200;11.4;;20.3;;;;;;
83726;20/01/2007;0000;;27.8;;0;2.2;23.14;91.75;1.866667;
83726;20/01/2007;1200;3.8;;20.9;;;;;;
83726;21/01/2007;0000;;29.1;;1.7;1;21.94;87.75;2.133333;
83726;21/01/2007;1200;10.2;;18.6;;;;;;
83726;22/01/2007;0000;;24.3;;0;1.5;21.22;84.75;3.033333;
83726;22/01/2007;1200;21;;19.7;;;;;;
83726;23/01/2007;0000;;25.7;;1.4;1.8;21.06;91.5;2.133333;
83726;23/01/2007;1200;0.2;;18.3;;;;;;
83726;24/01/2007;0000;;29.3;;8.6;1.1;22.72;80.5;1.6;
83726;24/01/2007;1200;2.9;;17.9;;;;;;
83726;25/01/2007;0000;;27.8;;4.8;2.4;23.12;88;2.9;
83726;25/01/2007;1200;7.6;;20;;;;;;
83726;26/01/2007;0000;;29.2;;3.4;1.8;23.72;87;1.766667;
83726;26/01/2007;1200;31.9;;20.5;;;;;;
83726;27/01/2007;0000;;24.9;;0.2;1.4;21.84;96.75;2.2;
83726;27/01/2007;1200;0;;19.5;;;;;;
83726;28/01/2007;0000;;27.3;;1.6;0.4;21.92;92.5;2.4;
83726;28/01/2007;1200;31.5;;19.5;;;;;;
83726;29/01/2007;0000;;27;;1.2;1.1;22.1;91.5;2.233333;
83726;29/01/2007;1200;43.7;;20.3;;;;;;
83726;30/01/2007;0000;;31;;6.6;1.4;24.38;82;2.066667;
83726;30/01/2007;1200;17.9;;20.6;;;;;;
83726;31/01/2007;0000;;29.7;;3.8;2.7;24.3;78.5;1.533333;
83726;31/01/2007;1200;0;;19.7;;;;;;
83726;01/02/2007;0000;;32.4;;8.1;2.5;25.4;76;1.6;
83726;01/02/2007;1200;0;;19.9;;;;;;
83726;02/02/2007;0000;;28.4;;2.3;3.1;22.8;85.5;2.266667;
83726;02/02/2007;1200;0;;19.8;;;;;;
83726;03/02/2007;0000;;29;;3.1;1.5;23.12;83;1.333333;
83726;03/02/2007;1200;11.8;;18.5;;;;;;
83726;04/02/2007;0000;;30.5;;8.6;2;23.64;76.5;2.633333;
83726;04/02/2007;1200;0;;18.2;;;;;;
83726;05/02/2007;0000;;30.1;;7;3.7;24.6;80.5;1.3;
83726;05/02/2007;1200;0.6;;20.4;;;;;;
83726;06/02/2007;0000;;28.3;;4.2;2.7;22.8;88.75;1.633333;
83726;06/02/2007;1200;20.3;;18.9;;;;;;
83726;07/02/2007;0000;;30.1;;6.9;2.4;23.9;80.5;1.833333;
83726;07/02/2007;1200;0;;20.1;;;;;;
83726;08/02/2007;0000;;27.4;;0.6;2.2;22.94;92.5;1.966667;
83726;08/02/2007;1200;3.4;;21;;;;;;
83726;09/02/2007;0000;;29.3;;3.5;0.6;23.8;86.75;1.033333;
83726;09/02/2007;1200;19.3;;20.3;;;;;;
83726;10/02/2007;0000;;29.9;;3.5;2.6;24.68;76;1.4;
83726;10/02/2007;1200;1.2;;21.4;;;;;;
83726;11/02/2007;0000;;27.4;;1.7;3.4;21.96;85.5;1.7;
83726;11/02/2007;1200;0.5;;20.1;;;;;;
83726;12/02/2007;0000;;25.6;;6.9;2.2;20.82;70;3.333333;
83726;12/02/2007;1200;7.6;;17.1;;;;;;
83726;13/02/2007;0000;;26.5;;9.2;4.6;21.16;64.5;4.066667;
83726;13/02/2007;1200;0;;15.3;;;;;;
83726;14/02/2007;0000;;27.9;;6.3;4.3;22.18;64.25;3.5;
83726;14/02/2007;1200;0;;15.2;;;;;;
83726;15/02/2007;0000;;29;;9.8;4;22.9;70.75;3.033333;
83726;15/02/2007;1200;0;;17.8;;;;;;
83726;16/02/2007;0000;;31.5;;9.3;3.8;23.82;70.25;2.866667;
83726;16/02/2007;1200;0;;17.8;;;;;;
83726;17/02/2007;0000;;32.3;;9.4;4.2;25.8;67.5;1.8;
83726;17/02/2007;1200;0;;19.9;;;;;;
83726;18/02/2007;0000;;31.4;;7.6;5;23.82;80.5;1.3;
83726;18/02/2007;1200;0;;20.6;;;;;;
83726;19/02/2007;0000;;29.5;;2.5;2;23.08;82;2.566667;
83726;19/02/2007;1200;14.5;;19.9;;;;;;
83726;20/02/2007;0000;;27.2;;3.5;2.5;22.92;90.5;2.5;
83726;20/02/2007;1200;4.8;;20.2;;;;;;
83726;21/02/2007;0000;;30.3;;8.2;1.2;23.96;73;2.633333;
83726;21/02/2007;1200;8;;20;;;;;;
83726;22/02/2007;0000;;30.3;;10.7;3.8;24.04;64;2.933333;
83726;22/02/2007;1200;0;;19.9;;;;;;
83726;23/02/2007;0000;;30.4;;11.1;4.7;24.14;66.75;3.4;
83726;23/02/2007;1200;0;;19.8;;;;;;
83726;24/02/2007;0000;;31.6;;10.8;5.4;24.74;59.25;2.2;
83726;24/02/2007;1200;0;;18.1;;;;;;
83726;25/02/2007;0000;;29.7;;5.3;5.6;21.94;85.25;2.933333;
83726;25/02/2007;1200;0;;18.5;;;;;;
83726;26/02/2007;0000;;28.1;;1.7;2.1;21.22;78.75;1.633333;
83726;26/02/2007;1200;43.8;;17.9;;;;;;
83726;27/02/2007;0000;;26.7;;2.2;2.5;20.7;89.25;1.8;
83726;27/02/2007;1200;18;;18.3;;;;;;
83726;28/02/2007;0000;;26.9;;2.4;1.6;21.92;90.5;1.566667;
83726;28/02/2007;1200;35.4;;19.9;;;;;;
83726;01/03/2007;0000;;28.7;;6.9;1.7;22.88;79.75;1.6;
83726;01/03/2007;1200;2.5;;19.5;;;;;;
83726;02/03/2007;0000;;30.1;;9.9;3.4;23.56;67.75;1.8;
83726;02/03/2007;1200;0;;19;;;;;;
83726;03/03/2007;0000;;31.2;;9.7;4.6;25.16;61.25;1.233333;
83726;03/03/2007;1200;0;;19.1;;;;;;
83726;04/03/2007;0000;;30.7;;9.4;4.6;24.34;66.5;0.8;
83726;04/03/2007;1200;0;;20;;;;;;
83726;05/03/2007;0000;;30.8;;8.4;5.1;23.88;63.5;1.633333;
83726;05/03/2007;1200;0;;19;;;;;;
83726;06/03/2007;0000;;31.1;;8.5;4.5;24.34;68.5;2.733333;
83726;06/03/2007;1200;0;;19;;;;;;
83726;07/03/2007;0000;;31.6;;10.1;4;25.08;67.5;2.2;
83726;07/03/2007;1200;2.6;;20.5;;;;;;
83726;08/03/2007;0000;;31.9;;9.9;4.6;25.04;62.5;2.4;
83726;08/03/2007;1200;0;;20.1;;;;;;
83726;09/03/2007;0000;;30.9;;7.1;4.9;24.34;71.5;1.8;
83726;09/03/2007;1200;0;;20.5;;;;;;
83726;10/03/2007;0000;;31.9;;8.8;4.3;25.08;64.75;1.633333;
83726;10/03/2007;1200;0;;18.8;;;;;;
83726;11/03/2007;0000;;30.2;;9.7;4.5;24.46;71.5;2.566667;
83726;11/03/2007;1200;4;;19.6;;;;;;
83726;12/03/2007;0000;;30.8;;6.8;3.7;24.3;67.75;1.633333;
83726;12/03/2007;1200;0;;20.3;;;;;;
83726;13/03/2007;0000;;31;;8.5;4.4;25.06;62.25;1.033333;
83726;13/03/2007;1200;0;;19.6;;;;;;
83726;14/03/2007;0000;;29.4;;1.2;4.6;22.8;77.25;1.4;
83726;14/03/2007;1200;0;;19.5;;;;;;
83726;15/03/2007;0000;;28.9;;7;2.8;23.48;77.75;0.833333;
83726;15/03/2007;1200;4.2;;18.9;;;;;;
83726;16/03/2007;0000;;28.3;;2.6;2.7;23.22;85.5;1.3;
83726;16/03/2007;1200;0.3;;20.5;;;;;;
83726;17/03/2007;0000;;25.6;;0.8;1.8;21.66;88.75;1.3;
83726;17/03/2007;1200;14.6;;19.1;;;;;;
83726;18/03/2007;0000;;26.7;;2.4;1.9;22.08;87.75;1.633333;
83726;18/03/2007;1200;6.8;;19.1;;;;;;
83726;19/03/2007;0000;;23.8;;0;2;19.86;89.25;0.633333;
83726;19/03/2007;1200;45;;18.5;;;;;;
83726;20/03/2007;0000;;25.2;;2.8;1.1;19.42;81;2.4;
83726;20/03/2007;1200;0.4;;17.4;;;;;;
83726;21/03/2007;0000;;28.2;;7.5;2.8;21.68;67;1.7;
83726;21/03/2007;1200;0;;13.2;;;;;;
83726;22/03/2007;0000;;28.5;;1.1;3.7;22.42;80.25;1.166667;
83726;22/03/2007;1200;0;;19.9;;;;;;
83726;23/03/2007;0000;;31.1;;8.2;2.2;23.6;72.25;2.033333;
83726;23/03/2007;1200;0.3;;19.4;;;;;;
83726;24/03/2007;0000;;31.4;;7.3;3.4;24.18;73.5;2.9;
83726;24/03/2007;1200;27;;19.5;;;;;;
83726;25/03/2007;0000;;31.8;;7.8;3.3;23.66;74.75;2.5;
83726;25/03/2007;1200;0;;19.6;;;;;;
83726;26/03/2007;0000;;31.6;;7.9;3.1;24.36;72.75;1.466667;
83726;26/03/2007;1200;0;;19.3;;;;;;
83726;27/03/2007;0000;;32.2;;9.8;3.4;25.08;68.5;0.633333;
83726;27/03/2007;1200;0;;19.5;;;;;;
83726;28/03/2007;0000;;32.4;;7.4;4.4;25.3;67.25;0.766667;
83726;28/03/2007;1200;0;;20;;;;;;
83726;29/03/2007;0000;;33.2;;9.4;4.6;25.02;63.25;1.466667;
83726;29/03/2007;1200;0;;19.5;;;;;;
83726;30/03/2007;0000;;31.1;;9.9;4.7;24.08;66.25;1.466667;
83726;30/03/2007;1200;0;;20.1;;;;;;
83726;31/03/2007;0000;;32.5;;8.1;4.3;24.9;66.25;1.266667;
83726;31/03/2007;1200;0;;18.5;;;;;;
83726;01/04/2007;0000;;31.6;;8;4.2;24.86;66.75;1.633333;
83726;01/04/2007;1200;0;;20.2;;;;;;
83726;02/04/2007;0000;;32;;9.6;4.3;24.68;62.5;1.466667;
83726;02/04/2007;1200;0;;20.1;;;;;;
83726;03/04/2007;0000;;31.3;;9.5;5.5;24.82;62.75;2.2;
83726;03/04/2007;1200;0;;19.3;;;;;;
83726;04/04/2007;0000;;31.6;;6.2;5.1;24.56;70.5;2.7;
83726;04/04/2007;1200;0;;21;;;;;;
83726;05/04/2007;0000;;29;;7.5;3.3;22.96;75.25;3.3;
83726;05/04/2007;1200;1.4;;19.6;;;;;;
83726;06/04/2007;0000;;29.1;;8.1;3.9;22.34;73.75;3.266667;
83726;06/04/2007;1200;0;;16.6;;;;;;
83726;07/04/2007;0000;;27.7;;2.6;3.4;22;78.5;2.433333;
83726;07/04/2007;1200;0;;18.2;;;;;;
83726;08/04/2007;0000;;23;;0.4;2.2;20.26;94.5;2.533333;
83726;08/04/2007;1200;0.2;;18.7;;;;;;
83726;09/04/2007;0000;;26.7;;7;1;20.98;75.25;2.1;
83726;09/04/2007;1200;11.1;;16.8;;;;;;
83726;10/04/2007;0000;;28.1;;8.4;2.8;21.42;73.5;1.866667;
83726;10/04/2007;1200;0;;15.9;;;;;;
83726;11/04/2007;0000;;29.5;;9.3;3.2;22.48;73.25;3.5;
83726;11/04/2007;1200;0;;17.3;;;;;;
83726;12/04/2007;0000;;29.3;;7.1;3.4;22.8;73.5;2.6;
83726;12/04/2007;1200;0;;18.5;;;;;;
83726;13/04/2007;0000;;29.8;;6.8;3.4;23.16;69.5;2.133333;
83726;13/04/2007;1200;0;;18.3;;;;;;
83726;14/04/2007;0000;;30;;9.2;3.9;22.92;66.75;2.966667;
83726;14/04/2007;1200;0;;18.1;;;;;;
83726;15/04/2007;0000;;30.1;;6.4;4.5;23;69.5;1.9;
83726;15/04/2007;1200;0;;19;;;;;;
83726;16/04/2007;0000;;29.9;;9.4;3;22.56;69.5;1.6;
83726;16/04/2007;1200;0.2;;17.4;;;;;;
83726;17/04/2007;0000;;28.8;;7.5;3.5;22.18;69.75;1.3;
83726;17/04/2007;1200;0;;16.9;;;;;;
83726;18/04/2007;0000;;28.5;;9.4;3.7;21.88;68.5;1.266667;
83726;18/04/2007;1200;0;;16.5;;;;;;
83726;19/04/2007;0000;;28.9;;9.4;3.4;22.26;71;1.366667;
83726;19/04/2007;1200;0;;17.4;;;;;;
83726;20/04/2007;0000;;28.3;;7.9;4.8;22.12;71;1.766667;
83726;20/04/2007;1200;0;;18.1;;;;;;
83726;21/04/2007;0000;;28.3;;3.5;2;21.88;82.75;1.066667;
83726;21/04/2007;1200;0;;18.1;;;;;;
83726;22/04/2007;0000;;29.3;;5.8;2.1;22.04;81;0.933333;
83726;22/04/2007;1200;1.2;;19.3;;;;;;
83726;23/04/2007;0000;;29;;7.6;2.3;22.36;77.25;1.2;
83726;23/04/2007;1200;2.7;;18.1;;;;;;
83726;24/04/2007;0000;;29.8;;9.5;2.5;22.92;75.5;2.2;
83726;24/04/2007;1200;2.8;;18.5;;;;;;
83726;25/04/2007;0000;;29.5;;5.1;3.1;22.98;83.5;1.866667;
83726;25/04/2007;1200;0;;19.9;;;;;;
83726;26/04/2007;0000;;29;;3.5;2.7;22.48;81.5;2.5;
83726;26/04/2007;1200;7.2;;19.8;;;;;;
83726;27/04/2007;0000;;22.4;;0;2.2;18.02;89;3.6;
83726;27/04/2007;1200;41.8;;15.7;;;;;;
83726;28/04/2007;0000;;21.5;;2.7;1.6;17.52;80.25;3.433333;
83726;28/04/2007;1200;1.5;;14.7;;;;;;
83726;29/04/2007;0000;;22.4;;1.3;2.1;18.54;83;2.633333;
83726;29/04/2007;1200;0;;15.3;;;;;;
83726;30/04/2007;0000;;26.4;;7.6;1.5;19.84;79.75;2.033333;
83726;30/04/2007;1200;0;;15.7;;;;;;
83726;01/05/2007;0000;;28;;9.3;2.3;19.36;60.5;2.2;
83726;01/05/2007;1200;0;;14.3;;;;;;
83726;02/05/2007;0000;;28.1;;9.5;4.1;19.06;55.5;1.966667;
83726;02/05/2007;1200;0;;11.1;;;;;;
83726;03/05/2007;0000;;27.2;;9.4;5;20.46;67.25;2.966667;
83726;03/05/2007;1200;0;;13.2;;;;;;
83726;04/05/2007;0000;;27.2;;8.4;3.9;20.26;73.75;2.6;
83726;04/05/2007;1200;0;;16.5;;;;;;
83726;05/05/2007;0000;;26.2;;8.7;4;19.12;73.5;2.4;
83726;05/05/2007;1200;0;;16.2;;;;;;
83726;06/05/2007;0000;;26.9;;8.4;3.4;19.04;70.25;2.266667;
83726;06/05/2007;1200;0;;14.3;;;;;;
83726;07/05/2007;0000;;27.9;;7.4;3.2;20.26;69.25;1.3;
83726;07/05/2007;1200;0;;14;;;;;;
83726;08/05/2007;0000;;28.7;;6.2;3.5;22.44;61;1.633333;
83726;08/05/2007;1200;0;;14.9;;;;;;
83726;09/05/2007;0000;;22.8;;0;4;14.9;92.25;2.866667;
83726;09/05/2007;1200;1.4;;11.5;;;;;;
83726;10/05/2007;0000;;21.9;;9.4;1.5;15.16;66.75;2.533333;
83726;10/05/2007;1200;0;;9.1;;;;;;
83726;11/05/2007;0000;;22;;2.6;4.3;17.3;68;2.433333;
83726;11/05/2007;1200;0;;13.1;;;;;;
83726;12/05/2007;0000;;26.7;;8.6;3.4;19.34;74.25;1;
83726;12/05/2007;1200;0;;14.6;;;;;;
83726;13/05/2007;0000;;27.7;;9.1;2.9;19.88;72.25;1.033333;
83726;13/05/2007;1200;0;;14.5;;;;;;
83726;14/05/2007;0000;;26.3;;6.7;3.7;20;79;1.933333;
83726;14/05/2007;1200;0;;16.1;;;;;;
83726;15/05/2007;0000;;26.2;;7.5;2.3;18.76;78.25;2.233333;
83726;15/05/2007;1200;0;;15.7;;;;;;
83726;16/05/2007;0000;;29.6;;9;2.6;20.16;67.5;2.966667;
83726;16/05/2007;1200;0;;13.1;;;;;;
83726;17/05/2007;0000;;29.3;;8.3;4.4;22.1;66.75;2.566667;
83726;17/05/2007;1200;0;;18.2;;;;;;
83726;18/05/2007;0000;;28;;4.4;4.1;21.24;69.25;2.166667;
83726;18/05/2007;1200;0;;16.3;;;;;;
83726;19/05/2007;0000;;26;;1.7;3.2;19.64;83.5;2.633333;
83726;19/05/2007;1200;0;;16.9;;;;;;
83726;20/05/2007;0000;;27;;7.4;2.8;20.36;72.75;2.7;
83726;20/05/2007;1200;0;;15.5;;;;;;
83726;21/05/2007;0000;;27.5;;7.1;3.6;20.06;71.25;3.6;
83726;21/05/2007;1200;0;;16.8;;;;;;
83726;22/05/2007;0000;;19.2;;0;3.8;17.24;95.75;1.333333;
83726;22/05/2007;1200;3;;16.5;;;;;;
83726;23/05/2007;0000;;16.4;;0;0.2;15.94;97.25;2.333333;
83726;23/05/2007;1200;35.2;;15.7;;;;;;
83726;24/05/2007;0000;;17.9;;7.8;0.4;12.2;72.75;2.033333;
83726;24/05/2007;1200;19.3;;10.2;;;;;;
83726;25/05/2007;0000;;19.6;;9.2;2.4;12.76;65.75;3.333333;
83726;25/05/2007;1200;0;;6.9;;;;;;
83726;26/05/2007;0000;;22.2;;8.7;3.1;13.22;71.5;2.166667;
83726;26/05/2007;1200;0;;7.3;;;;;;
83726;27/05/2007;0000;;16.7;;0;3.3;13.66;89.25;1.633333;
83726;27/05/2007;1200;0;;11;;;;;;
83726;28/05/2007;0000;;22.4;;8;0.4;14.98;79;1.033333;
83726;28/05/2007;1200;7.8;;8.5;;;;;;
83726;29/05/2007;0000;;21;;6.7;2.9;15.8;77.75;1.133333;
83726;29/05/2007;1200;0.3;;12.4;;;;;;
83726;30/05/2007;0000;;17.1;;6.9;1.9;11.78;68.75;1.9;
83726;30/05/2007;1200;0;;9.8;;;;;;
83726;31/05/2007;0000;;21;;6.9;3.3;13.88;73.25;1.533333;
83726;31/05/2007;1200;0;;7.4;;;;;;
83726;01/06/2007;0000;;26;;7;2.8;19.18;71;1.633333;
83726;01/06/2007;1200;0;;12.5;;;;;;
83726;02/06/2007;0000;;21;;0;3.2;17.58;95.75;1.366667;
83726;02/06/2007;1200;2.4;;16.1;;;;;;
83726;03/06/2007;0000;;16.8;;0;0.9;13.14;91;1.3;
83726;03/06/2007;1200;2.9;;11;;;;;;
83726;04/06/2007;0000;;20.3;;9;0.8;11.78;66;0.966667;
83726;04/06/2007;1200;0.7;;7.2;;;;;;
83726;05/06/2007;0000;;22.8;;9;3;12.9;64.25;2.033333;
83726;05/06/2007;1200;0;;5.5;;;;;;
83726;06/06/2007;0000;;25;;8.9;3;15.16;57.5;1.333333;
83726;06/06/2007;1200;0;;6.6;;;;;;
83726;07/06/2007;0000;;27.5;;8.7;4.2;18.6;69.5;1.4;
83726;07/06/2007;1200;0;;11.9;;;;;;
83726;08/06/2007;0000;;28;;6.9;3.4;19.08;70.25;0.866667;
83726;08/06/2007;1200;0;;12.3;;;;;;
83726;09/06/2007;0000;;27.3;;8.7;3.8;18.92;67.75;1.8;
83726;09/06/2007;1200;0;;13.4;;;;;;
83726;10/06/2007;0000;;27.1;;8.6;4;18.74;70;2.166667;
83726;10/06/2007;1200;0;;13.3;;;;;;
83726;11/06/2007;0000;;26.4;;8.7;3.4;17.98;71.75;1.9;
83726;11/06/2007;1200;0;;12.9;;;;;;
83726;12/06/2007;0000;;26.9;;8.9;3.6;17.9;65.5;2.133333;
83726;12/06/2007;1200;0;;12.4;;;;;;
83726;13/06/2007;0000;;26.4;;8.8;4.4;17.8;67.5;2.7;
83726;13/06/2007;1200;0;;12.6;;;;;;
83726;14/06/2007;0000;;27.4;;8.9;4.1;18.86;67.75;2.033333;
83726;14/06/2007;1200;0;;13.3;;;;;;
83726;15/06/2007;0000;;28;;8.4;3.7;19.52;69;2.766667;
83726;15/06/2007;1200;0;;12.9;;;;;;
83726;16/06/2007;0000;;28.6;;8.9;4;20.3;66.5;1.7;
83726;16/06/2007;1200;0;;14;;;;;;
83726;17/06/2007;0000;;27.6;;8.9;4.6;19.64;65.75;2.4;
83726;17/06/2007;1200;0;;15.1;;;;;;
83726;18/06/2007;0000;;28;;7.6;4.1;21.06;59.25;1.533333;
83726;18/06/2007;1200;0;;15.4;;;;;;
83726;19/06/2007;0000;;25.6;;8.5;5;19.56;51.5;2.3;
83726;19/06/2007;1200;0;;16.4;;;;;;
83726;20/06/2007;0000;;25.9;;8.7;6.3;17.5;64.75;1.3;
83726;20/06/2007;1200;0;;12.5;;;;;;
83726;21/06/2007;0000;;25.1;;8.7;3.5;17.36;66.5;2.266667;
83726;21/06/2007;1200;0;;13.5;;;;;;
83726;22/06/2007;0000;;25.5;;8.9;3.7;17.38;70;1.366667;
83726;22/06/2007;1200;0;;12.9;;;;;;
83726;23/06/2007;0000;;25.5;;7.5;4.1;17.34;69.75;1.733333;
83726;23/06/2007;1200;0;;12.8;;;;;;
83726;24/06/2007;0000;;26.7;;8.2;3.6;18.48;63;1.366667;
83726;24/06/2007;1200;0;;11.5;;;;;;
83726;25/06/2007;0000;;24.5;;8.6;3.7;18;72.25;2.733333;
83726;25/06/2007;1200;0;;12.9;;;;;;
83726;26/06/2007;0000;;24.9;;7;3.5;16.9;73.75;2.6;
83726;26/06/2007;1200;0;;12.5;;;;;;
83726;27/06/2007;0000;;25.3;;4.7;3.4;18.46;72;1.2;
83726;27/06/2007;1200;0;;13.8;;;;;;
83726;28/06/2007;0000;;26.3;;6.8;2.7;18.48;78.75;0.966667;
83726;28/06/2007;1200;0;;13;;;;;;
83726;29/06/2007;0000;;25.7;;7.3;2.9;18.02;75.75;1.6;
83726;29/06/2007;1200;0;;12;;;;;;
83726;30/06/2007;0000;;24.9;;8.4;3;16.72;70.5;0.766667;
83726;30/06/2007;1200;0;;11.6;;;;;;
83726;01/07/2007;0000;;24.9;;8.8;3.4;16.5;63.75;1.066667;
83726;01/07/2007;1200;0;;10.3;;;;;;
83726;02/07/2007;0000;;25.4;;8.8;3.8;15.92;66;1.233333;
83726;02/07/2007;1200;0;;9.1;;;;;;
83726;03/07/2007;0000;;25.5;;8.7;3.4;17.02;66;1;
83726;03/07/2007;1200;0;;14;;;;;;
83726;04/07/2007;0000;;26.4;;8.9;3.9;17.5;57.75;2.066667;
83726;04/07/2007;1200;0;;10.6;;;;;;
83726;05/07/2007;0000;;26.8;;8.5;4.8;19.62;58.25;3.333333;
83726;05/07/2007;1200;0;;13.5;;;;;;
83726;06/07/2007;0000;;27.3;;8.3;4.9;19.12;63.75;2.133333;
83726;06/07/2007;1200;0;;15.6;;;;;;
83726;07/07/2007;0000;;26.6;;6.2;5.1;18.62;66.5;2.366667;
83726;07/07/2007;1200;0;;15.8;;;;;;
83726;08/07/2007;0000;;27.8;;9;4.7;18.88;58.25;2.3;
83726;08/07/2007;1200;0;;15.1;;;;;;
83726;09/07/2007;0000;;27.9;;8.9;4.9;18.88;56.75;1.333333;
83726;09/07/2007;1200;0;;13.7;;;;;;
83726;10/07/2007;0000;;27.9;;8.8;4.9;19.4;62;1.133333;
83726;10/07/2007;1200;0;;13.5;;;;;;
83726;11/07/2007;0000;;27.7;;8.1;4.3;18.84;67.5;1.666667;
83726;11/07/2007;1200;0;;12.3;;;;;;
83726;12/07/2007;0000;;24.5;;4.9;3.5;18.26;68.75;2;
83726;12/07/2007;1200;0;;11.9;;;;;;
83726;13/07/2007;0000;;26.4;;6.6;4.7;19.62;55.5;2.166667;
83726;13/07/2007;1200;0;;15.1;;;;;;
83726;14/07/2007;0000;;28;;6.2;5.8;19.7;59.5;1.4;
83726;14/07/2007;1200;0;;16.3;;;;;;
83726;15/07/2007;0000;;28.1;;6.8;4.7;20.6;62;1.633333;
83726;15/07/2007;1200;0;;15.1;;;;;;
83726;16/07/2007;0000;;19.4;;0.8;4.3;15.92;88.25;3.3;
83726;16/07/2007;1200;2.2;;14.6;;;;;;
83726;17/07/2007;0000;;18.8;;0.7;0.8;15.3;89.25;1.866667;
83726;17/07/2007;1200;25.7;;13.9;;;;;;
83726;18/07/2007;0000;;18.3;;0.8;1;14.56;97.25;2.866667;
83726;18/07/2007;1200;12.9;;13.3;;;;;;
83726;19/07/2007;0000;;20.6;;8.1;0.4;12.74;74.5;1.4;
83726;19/07/2007;1200;0.3;;6.6;;;;;;
83726;20/07/2007;0000;;24.6;;9.2;2.6;14.64;68;2.766667;
83726;20/07/2007;1200;0;;7.6;;;;;;
83726;21/07/2007;0000;;28.3;;8.2;4.4;17.7;56.75;2.366667;
83726;21/07/2007;1200;0;;9.3;;;;;;
83726;22/07/2007;0000;;28.4;;8.4;6.5;21.58;54.5;3.9;
83726;22/07/2007;1200;0;;14.1;;;;;;
83726;23/07/2007;0000;;22.6;;0.1;6.4;19.4;86.5;1.533333;
83726;23/07/2007;1200;0;;17.9;;;;;;
83726;24/07/2007;0000;;21.5;;1;1.1;17.92;97.5;3.033333;
83726;24/07/2007;1200;7.7;;16.5;;;;;;
83726;25/07/2007;0000;;17.5;;0;0.4;13.92;93;3.066667;
83726;25/07/2007;1200;81.4;;12;;;;;;
83726;26/07/2007;0000;;17.3;;6.9;0.8;11.18;72;1.533333;
83726;26/07/2007;1200;6.7;;5.1;;;;;;
