--------------------
BDMEP - INMET
--------------------
Estação           : SAO CARLOS - SP (OMM: 83726)
Latitude  (graus) : -21.96
Longitude (graus) : -47.86
Altitude  (metros): 856.00
Estação Operante
Inicio de operação: 24/09/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83726;02/10/2011;1200;0;;17.7;;;;;;
83726;03/10/2011;0000;;27.9;;8.8;1.4;21.22;60.5;1.333333;
83726;03/10/2011;1200;5.5;;15.3;;;;;;
83726;04/10/2011;0000;;29.5;;8.9;5.3;20.78;59.75;2.666667;
83726;04/10/2011;1200;0;;15;;;;;;
83726;05/10/2011;0000;;29.5;;6.9;6.2;21.7;69;2;
83726;05/10/2011;1200;0;;15.8;;;;;;
83726;06/10/2011;0000;;30.7;;8.6;3.9;22.76;61;1;
83726;06/10/2011;1200;0;;17.3;;;;;;
83726;07/10/2011;0000;;31.9;;9.8;5.3;23.78;49;1;
83726;07/10/2011;1200;0;;17.9;;;;;;
83726;08/10/2011;0000;;31.4;;2.4;7.4;23.58;71.75;1;
83726;08/10/2011;1200;0;;19;;;;;;
83726;09/10/2011;0000;;27.2;;1.9;4.7;21.16;85.5;1.333333;
83726;09/10/2011;1200;4.4;;18.2;;;;;;
83726;10/10/2011;0000;;27.9;;5.1;1.7;23.02;74.25;1;
83726;10/10/2011;1200;16.4;;19.2;;;;;;
83726;11/10/2011;0000;;30.7;;4.5;2.8;23.28;76.75;0.333333;
83726;11/10/2011;1200;0;;19.5;;;;;;
83726;12/10/2011;0000;;31.6;;6.8;3.8;24.08;63.25;0.666667;
83726;12/10/2011;1200;1.1;;18.2;;;;;;
83726;13/10/2011;0000;;25.1;;1.5;4.1;21.76;86;1.333333;
83726;13/10/2011;1200;30.6;;18.5;;;;;;
83726;14/10/2011;0000;;22.8;;0;1.3;20.22;95.75;1;
83726;14/10/2011;1200;17.9;;18.9;;;;;;
83726;15/10/2011;0000;;26.1;;0.5;0.2;20.72;96;0.333333;
83726;15/10/2011;1200;16.5;;18.9;;;;;;
83726;16/10/2011;0000;;25.4;;0.6;0.9;20.62;94;1.333333;
83726;16/10/2011;1200;31;;18.7;;;;;;
83726;17/10/2011;0000;;22.4;;3.9;1.1;18.42;79;2.333333;
83726;17/10/2011;1200;3.6;;16.7;;;;;;
83726;18/10/2011;0000;;25.3;;9.4;4.2;18.34;61.5;2.666667;
83726;18/10/2011;1200;0;;14.2;;;;;;
83726;19/10/2011;0000;;25.9;;8.5;5.7;18.54;62;1.666667;
83726;19/10/2011;1200;0;;12.5;;;;;;
83726;20/10/2011;0000;;25.8;;8.9;4.6;18.66;60.5;2.333333;
83726;20/10/2011;1200;0;;12.7;;;;;;
83726;21/10/2011;0000;;25.9;;8.7;4.6;19.04;58.25;2.333333;
83726;21/10/2011;1200;0;;12.1;;;;;;
83726;22/10/2011;0000;;25;;6.6;5.4;19.46;65;1.666667;
83726;22/10/2011;1200;0;;16.3;;;;;;
83726;23/10/2011;0000;;26.3;;5.6;3.9;20;76.75;1;
83726;23/10/2011;1200;0;;17.3;;;;;;
83726;24/10/2011;0000;;28.1;;9.5;2.8;21.84;66.5;1;
83726;24/10/2011;1200;30.4;;15.5;;;;;;
83726;25/10/2011;0000;;29.7;;;4.3;21.36;74.25;1;
83726;25/10/2011;1200;0;;17.6;;;;;;
83726;26/10/2011;0000;;25.5;;;2.4;20.28;88.25;0.666667;
83726;26/10/2011;1200;7.6;;16.5;;;;;;
83726;27/10/2011;0000;;30.1;;;1.6;22.9;67.5;0.333333;
83726;27/10/2011;1200;0;;16.5;;;;;;
83726;28/10/2011;0000;;31.6;;;4.5;25.12;60.75;0;
83726;28/10/2011;1200;0;;18.3;;;;;;
83726;29/10/2011;0000;;;;;6.8;;;0.5;
83726;29/10/2011;1200;0;;;;;;;;
83726;30/10/2011;0000;;24.2;;;3.1;20.7;82.75;0.666667;
83726;30/10/2011;1200;14;;17.3;;;;;;
83726;31/10/2011;0000;;21.1;;;2.9;16.3;70.5;2.666667;
83726;31/10/2011;1200;0;;14.6;;;;;;
83726;01/11/2011;0000;;22.3;;11.1;6.6;16.08;54;3.666667;
83726;01/11/2011;1200;0;;11.1;;;;;;
83726;02/11/2011;0000;;23.8;;10.7;5.7;17.1;53.75;3;
83726;02/11/2011;1200;0;;10.9;;;;;;
83726;03/11/2011;0000;;27.5;;10.8;5.1;18.6;62;1.333333;
83726;03/11/2011;1200;0;;11.2;;;;;;
83726;04/11/2011;0000;;29.8;;11;4.4;21.6;51.75;1.333333;
83726;04/11/2011;1200;0;;12.4;;;;;;
83726;05/11/2011;0000;;30.6;;9.2;5.6;23.02;53.5;0.333333;
83726;05/11/2011;1200;0;;15.3;;;;;;
83726;06/11/2011;0000;;28.4;;4.3;5.6;22.26;62.5;0.666667;
83726;06/11/2011;1200;0;;18.3;;;;;;
83726;07/11/2011;0000;;25.3;;0.6;4.3;21.38;80;0.333333;
83726;07/11/2011;1200;0;;18.2;;;;;;
83726;08/11/2011;0000;;29.4;;9.7;2.3;21.92;59.25;1.333333;
83726;08/11/2011;1200;2.8;;15.4;;;;;;
83726;09/11/2011;0000;;29.7;;10.4;4.6;22.8;66;1;
83726;09/11/2011;1200;0;;16.5;;;;;;
83726;10/11/2011;0000;;30.5;;9.9;4.5;23.6;61;0.666667;
83726;10/11/2011;1200;0;;18.2;;;;;;
83726;11/11/2011;0000;;30.9;;5.6;4.9;24.26;61.75;1.666667;
83726;11/11/2011;1200;0;;18.5;;;;;;
83726;12/11/2011;0000;;31;;6.2;4.9;23.14;70;2.666667;
83726;12/11/2011;1200;2;;18.7;;;;;;
83726;13/11/2011;0000;;27.5;;3.9;3.8;22.02;75;1.333333;
83726;13/11/2011;1200;0.7;;18.4;;;;;;
83726;14/11/2011;0000;;22.8;;0;2.4;19.54;92;0.333333;
83726;14/11/2011;1200;33.4;;18.1;;;;;;
83726;15/11/2011;0000;;23.2;;1.4;0.5;19.48;89.5;1.333333;
83726;15/11/2011;1200;46.7;;17.5;;;;;;
83726;16/11/2011;0000;;23.4;;2.5;1.1;18.5;77.5;1.666667;
83726;16/11/2011;1200;11.9;;15.3;;;;;;
83726;17/11/2011;0000;;26.5;;9.9;2.9;19.6;65.25;1;
83726;17/11/2011;1200;0;;13.1;;;;;;
83726;18/11/2011;0000;;26.2;;9;3.9;19.68;62.25;1.333333;
83726;18/11/2011;1200;0;;12.1;;;;;;
83726;19/11/2011;0000;;26.5;;7.9;5.2;19.5;69.75;1.333333;
83726;19/11/2011;1200;0;;12.9;;;;;;
83726;20/11/2011;0000;;28.1;;8.7;4;21.52;61.25;1;
83726;20/11/2011;1200;0;;13.5;;;;;;
83726;21/11/2011;0000;;31.6;;10.2;4.8;24.44;58.75;1;
83726;21/11/2011;1200;0;;18.3;;;;;;
83726;22/11/2011;0000;;25.3;;0.6;4.9;21.76;90.75;1;
83726;22/11/2011;1200;0.9;;20.1;;;;;;
83726;23/11/2011;0000;;27.7;;10.2;1.3;21.36;66.25;1;
83726;23/11/2011;1200;5.5;;14.9;;;;;;
83726;24/11/2011;0000;;29.5;;11.4;4;22.52;53.5;0.666667;
83726;24/11/2011;1200;0;;16.1;;;;;;
83726;25/11/2011;0000;;30.7;;10.2;10.2;25.06;46;0.666667;
83726;25/11/2011;1200;0;;18.3;;;;;;
83726;26/11/2011;0000;;30.9;;8.6;7;22.78;76.5;1.333333;
83726;26/11/2011;1200;0;;18.3;;;;;;
83726;27/11/2011;0000;;28.2;;8.2;3.8;22.24;70.25;0.666667;
83726;27/11/2011;1200;26;;16.1;;;;;;
83726;28/11/2011;0000;;29;;8.1;3.3;22.82;73.5;1.666667;
83726;28/11/2011;1200;0;;17.6;;;;;;
83726;29/11/2011;0000;;29.2;;6.5;3.6;21.9;78.75;1;
83726;29/11/2011;1200;0;;17.6;;;;;;
83726;30/11/2011;0000;;30.3;;9;2.4;23.04;72;2;
83726;30/11/2011;1200;4.3;;19.2;;;;;;
83726;01/12/2011;0000;;29.2;;8.1;3.5;21.64;80.25;1.333333;
83726;01/12/2011;1200;0;;17.3;;;;;;
83726;02/12/2011;0000;;27.6;;8.7;2.3;20.42;78.25;2;
83726;02/12/2011;1200;3.5;;17.7;;;;;;
83726;03/12/2011;0000;;28.7;;8.6;2.5;20.58;73;2;
83726;03/12/2011;1200;20.8;;13.6;;;;;;
83726;04/12/2011;0000;;30.7;;11.2;3.4;23.08;68.75;2;
83726;04/12/2011;1200;0;;15.9;;;;;;
83726;05/12/2011;0000;;31.1;;9.4;4.6;23.98;66;1;
83726;05/12/2011;1200;0;;17.5;;;;;;
83726;06/12/2011;0000;;29.9;;6.9;4;22.64;83.75;1.666667;
83726;06/12/2011;1200;0;;18.3;;;;;;
83726;07/12/2011;0000;;29.1;;7;2.5;23.48;72;0.666667;
83726;07/12/2011;1200;2.1;;19;;;;;;
83726;08/12/2011;0000;;27.3;;4.6;2.6;23.16;74.25;0.666667;
83726;08/12/2011;1200;8.6;;19.3;;;;;;
83726;09/12/2011;0000;;23.7;;0;2.4;20.92;95.75;0;
83726;09/12/2011;1200;45.2;;19.3;;;;;;
83726;10/12/2011;0000;;25.1;;2.9;0.3;20.88;87.5;0.666667;
83726;10/12/2011;1200;25.6;;17.5;;;;;;
83726;11/12/2011;0000;;28.3;;10.5;2.1;22.02;62.25;0.34296;
83726;11/12/2011;1200;0;;15.1;;;;;;
83726;12/12/2011;0000;;31;;11.2;5.4;23.48;58.5;0.666667;
83726;12/12/2011;1200;0;;16.7;;;;;;
83726;13/12/2011;0000;;31.3;;9.6;4.8;24.04;68.5;0.666667;
83726;13/12/2011;1200;0;;18.2;;;;;;
83726;14/12/2011;0000;;28.4;;2.7;5;22.52;71;1;
83726;14/12/2011;1200;0;;19.9;;;;;;
83726;15/12/2011;0000;;24.6;;2.9;3;21.04;90;0.666667;
83726;15/12/2011;1200;7.1;;18.9;;;;;;
83726;16/12/2011;0000;;28.7;;11;1.4;22.08;62;0.666667;
83726;16/12/2011;1200;11.7;;17.5;;;;;;
83726;17/12/2011;0000;;30.4;;10.9;4.6;;;1;
83726;17/12/2011;1200;0;;;;;;;;
83726;18/12/2011;0000;;28.2;;4.6;4.8;22.42;73.75;1.333333;
83726;18/12/2011;1200;0;;18.6;;;;;;
83726;19/12/2011;0000;;30.6;;11.1;2.5;23.44;64;0.666667;
83726;19/12/2011;1200;1.7;;16.8;;;;;;
83726;20/12/2011;0000;;30.7;;8.2;5.4;23.52;75.25;1;
83726;20/12/2011;1200;0;;18.8;;;;;;
83726;21/12/2011;0000;;31.6;;10.8;4.2;23.96;65.75;1;
83726;21/12/2011;1200;0;;19.2;;;;;;
83726;22/12/2011;0000;;31.2;;9.2;5.1;23.12;74;1.333333;
83726;22/12/2011;1200;0;;18.7;;;;;;
83726;23/12/2011;0000;;30.9;;9.9;4.2;24;72.25;1;
83726;23/12/2011;1200;7.3;;18.9;;;;;;
83726;24/12/2011;0000;;31.7;;9.5;3.8;24.16;77.5;1.333333;
83726;24/12/2011;1200;0;;20.2;;;;;;
83726;25/12/2011;0000;;30;;7.5;4.4;23.88;82.75;1;
83726;25/12/2011;1200;0;;19;;;;;;
83726;26/12/2011;0000;;27.7;;10;2.7;22.18;72.25;1.666667;
83726;26/12/2011;1200;24.8;;18.9;;;;;;
83726;27/12/2011;0000;;29.3;;6.4;4.6;23.04;71.75;0.666667;
83726;27/12/2011;1200;0;;17.3;;;;;;
83726;28/12/2011;0000;;30;;8.2;3.2;22.4;78.5;1.333333;
83726;28/12/2011;1200;0;;17.5;;;;;;
83726;29/12/2011;0000;;28.1;;5.7;3.4;21.92;73.5;1;
83726;29/12/2011;1200;0.9;;17.1;;;;;;
83726;30/12/2011;0000;;29.5;;5.9;2.8;22.44;81.5;0.333333;
83726;30/12/2011;1200;0;;17.5;;;;;;
83726;31/12/2011;0000;;24.3;;0;2.5;21.16;91.75;0.666667;
83726;31/12/2011;1200;71.2;;18.5;;;;;;
83726;01/01/2012;0000;;22.4;;0;0.5;20.02;93;0.666667;
83726;01/01/2012;1200;21.4;;19;;;;;;
83726;02/01/2012;0000;;27.2;;4.6;0.7;20.64;80;0.333333;
83726;02/01/2012;1200;11.2;;16.7;;;;;;
83726;03/01/2012;0000;;30.1;;9.4;2.5;22.86;72.25;0;
83726;03/01/2012;1200;0;;16.6;;;;;;
83726;04/01/2012;0000;;31.2;;10.4;3.6;23.84;66.25;0.666667;
83726;04/01/2012;1200;0;;18;;;;;;
83726;05/01/2012;0000;;30.9;;8.2;5;23.52;63.5;1.333333;
83726;05/01/2012;1200;0;;19.7;;;;;;
83726;06/01/2012;0000;;30.7;;7.2;4.8;22.28;78;0.666667;
83726;06/01/2012;1200;3.6;;18.8;;;;;;
83726;07/01/2012;0000;;28.9;;6.5;2.9;22.16;78.25;1.333333;
83726;07/01/2012;1200;4.6;;18.6;;;;;;
83726;08/01/2012;0000;;28.2;;7;2.7;21.26;83;1.333333;
83726;08/01/2012;1200;1.1;;17.9;;;;;;
83726;09/01/2012;0000;;25.5;;4.6;1.8;20.88;81.75;1;
83726;09/01/2012;1200;9.6;;17.5;;;;;;
83726;10/01/2012;0000;;20;;0.1;1.9;18.42;95;1;
83726;10/01/2012;1200;0;;17.5;;;;;;
83726;11/01/2012;0000;;21;;0;0.6;18.9;95.25;0.666667;
83726;11/01/2012;1200;31.4;;17.3;;;;;;
83726;12/01/2012;0000;;24.7;;1.4;0.7;20;81;0.666667;
83726;12/01/2012;1200;9.4;;17.3;;;;;;
83726;13/01/2012;0000;;25.7;;1.1;2.7;21.82;72.75;1;
83726;13/01/2012;1200;0;;17.5;;;;;;
83726;14/01/2012;0000;;24.7;;1.6;2.8;20.76;88.25;1.666667;
83726;14/01/2012;1200;16;;18.5;;;;;;
83726;15/01/2012;0000;;28.7;;6.5;1.5;21.96;84.25;0.666667;
83726;15/01/2012;1200;11;;18.5;;;;;;
83726;16/01/2012;0000;;26.7;;1.8;1.9;21.24;88.5;0.666667;
83726;16/01/2012;1200;19.9;;18.5;;;;;;
83726;17/01/2012;0000;;28.8;;4.6;1.5;20.96;83;0.666667;
83726;17/01/2012;1200;9.8;;17.7;;;;;;
83726;18/01/2012;0000;;26.1;;1.1;1.6;20.2;86;0.333333;
83726;18/01/2012;1200;80.8;;17.6;;;;;;
83726;19/01/2012;0000;;26.8;;4;1.5;21.58;83.5;0.333333;
83726;19/01/2012;1200;10;;17.5;;;;;;
83726;20/01/2012;0000;;25.4;;0.7;2.2;20.5;91.25;0.333333;
83726;20/01/2012;1200;39.4;;17.9;;;;;;
83726;21/01/2012;0000;;29.2;;2.1;1.3;21.48;82.5;0.666667;
83726;21/01/2012;1200;1.8;;18.6;;;;;;
83726;22/01/2012;0000;;28.2;;1.1;2.1;21.42;80.75;0.333333;
83726;22/01/2012;1200;10;;17.4;;;;;;
83726;23/01/2012;0000;;28.7;;4.8;2.4;21.6;82.75;0.666667;
83726;23/01/2012;1200;0.2;;18.3;;;;;;
83726;24/01/2012;0000;;26.9;;1.9;2.2;22.56;83;0.666667;
83726;24/01/2012;1200;8.5;;18.3;;;;;;
83726;25/01/2012;0000;;28.7;;3.3;2.2;23.92;76.75;0.666667;
83726;25/01/2012;1200;0.8;;20.1;;;;;;
83726;26/01/2012;0000;;26.9;;0.8;1.8;21.44;86.75;0.666667;
83726;26/01/2012;1200;12;;19.5;;;;;;
83726;27/01/2012;0000;;26.1;;3.2;1.8;19.92;87.25;1;
83726;27/01/2012;1200;15.2;;17.3;;;;;;
83726;28/01/2012;0000;;21.4;;0.1;1.4;18.74;91;1;
83726;28/01/2012;1200;19.2;;15.9;;;;;;
83726;29/01/2012;0000;;28.1;;10.2;1.1;22.1;62;1;
83726;29/01/2012;1200;0;;16.3;;;;;;
83726;30/01/2012;0000;;28.4;;11.4;4.7;21.7;54.75;0.666667;
83726;30/01/2012;1200;0;;15.1;;;;;;
83726;31/01/2012;0000;;30.9;;11.3;6.3;23.64;60.75;0.333333;
83726;31/01/2012;1200;0;;15.1;;;;;;
83726;01/02/2012;0000;;31.4;;10.8;5.3;23.96;62.25;1;
83726;01/02/2012;1200;0;;19.1;;;;;;
83726;02/02/2012;0000;;29.5;;9.8;4.7;23.58;70;1;
83726;02/02/2012;1200;0;;18.3;;;;;;
83726;03/02/2012;0000;;31.2;;11.2;3.9;24.82;59;0.666667;
83726;03/02/2012;1200;0;;18.9;;;;;;
83726;04/02/2012;0000;;31.1;;10.9;5.3;24.52;58;0.666667;
83726;04/02/2012;1200;0;;19.3;;;;;;
83726;05/02/2012;0000;;31.1;;10.9;5.6;25.32;52.25;0.666667;
83726;05/02/2012;1200;0;;20.8;;;;;;
83726;06/02/2012;0000;;32.9;;10.1;5.2;26.12;51.25;0.666667;
83726;06/02/2012;1200;0;;18.6;;;;;;
83726;07/02/2012;0000;;33.2;;9.2;5.6;26.76;54.75;0;
83726;07/02/2012;1200;0;;19;;;;;;
83726;08/02/2012;0000;;34.2;;10.3;6.4;26.86;56.75;0.666667;
83726;08/02/2012;1200;0;;21.4;;;;;;
83726;09/02/2012;0000;;29.9;;7.9;6.1;26.64;59.25;0.666667;
83726;09/02/2012;1200;0;;21.4;;;;;;
83726;10/02/2012;0000;;30.1;;8.4;5.5;25.7;65.25;0.666667;
83726;10/02/2012;1200;0;;20.3;;;;;;
83726;11/02/2012;0000;;29.3;;4.8;3.4;22.06;86;0.666667;
83726;11/02/2012;1200;24.2;;19.3;;;;;;
83726;12/02/2012;0000;;27.7;;2;2;22.08;84;0.666667;
83726;12/02/2012;1200;16.5;;19.1;;;;;;
83726;13/02/2012;0000;;27.1;;2.3;2.2;22.6;78;1;
83726;13/02/2012;1200;24.7;;19.3;;;;;;
83726;14/02/2012;0000;;29.1;;6.3;2.8;22.78;74;2.333333;
83726;14/02/2012;1200;0;;20.1;;;;;;
83726;15/02/2012;0000;;29.8;;8.2;3.3;23.62;66.25;1.666667;
83726;15/02/2012;1200;0.2;;18;;;;;;
83726;16/02/2012;0000;;30.1;;9.4;4;24.08;68.5;0.666667;
83726;16/02/2012;1200;0;;19.5;;;;;;
83726;17/02/2012;0000;;30.9;;8.9;4.1;23.86;67;1;
83726;17/02/2012;1200;0;;19.3;;;;;;
83726;18/02/2012;0000;;31.1;;10.8;3.8;24.36;65.75;0.666667;
83726;18/02/2012;1200;1.5;;19.3;;;;;;
83726;19/02/2012;0000;;29.7;;3.5;4.2;23.86;74.25;0.666667;
83726;19/02/2012;1200;0;;19.5;;;;;;
83726;20/02/2012;0000;;28.5;;0.9;2.8;22.94;85.75;0.666667;
83726;20/02/2012;1200;0;;19.5;;;;;;
83726;21/02/2012;0000;;28.7;;4.8;1.9;22.76;82;1;
83726;21/02/2012;1200;11.9;;18.6;;;;;;
83726;22/02/2012;0000;;27.9;;4.5;2.1;22.86;83;0.666667;
83726;22/02/2012;1200;2.2;;19.3;;;;;;
83726;23/02/2012;0000;;30.3;;5.7;1.7;22.68;82.5;0.666667;
83726;23/02/2012;1200;0;;19.5;;;;;;
83726;24/02/2012;0000;;29.3;;4.4;2.5;23.96;73.75;0.666667;
83726;24/02/2012;1200;6.4;;19.2;;;;;;
83726;25/02/2012;0000;;30.1;;3.2;2.4;23.78;87;1;
83726;25/02/2012;1200;0;;20.1;;;;;;
83726;26/02/2012;0000;;30.1;;7.9;1.8;24.94;74.25;0.666667;
83726;26/02/2012;1200;4;;20.1;;;;;;
83726;27/02/2012;0000;;30.2;;2.5;2.8;23.42;85.25;0.666667;
83726;27/02/2012;1200;2.8;;19.3;;;;;;
83726;28/02/2012;0000;;32.8;;10;2.5;25.28;64;0.666667;
83726;28/02/2012;1200;3.3;;19.7;;;;;;
83726;29/02/2012;0000;;33.3;;9.7;5;25.82;62.25;0.666667;
83726;29/02/2012;1200;0;;20;;;;;;
83726;01/03/2012;0000;;32.6;;7;5;24.48;68.75;0;
83726;01/03/2012;1200;0;;20.3;;;;;;
83726;02/03/2012;0000;;31.5;;9.2;3.5;24.32;70;1;
83726;02/03/2012;1200;22.6;;18.5;;;;;;
83726;03/03/2012;0000;;29.5;;0.6;3.6;23.24;81;1;
83726;03/03/2012;1200;0;;20.8;;;;;;
83726;04/03/2012;0000;;30.3;;9.2;2.2;23.5;69.75;1;
83726;04/03/2012;1200;1;;18.3;;;;;;
83726;05/03/2012;0000;;30.1;;9.7;3.7;24.02;64.5;0.666667;
83726;05/03/2012;1200;0.2;;20.1;;;;;;
83726;06/03/2012;0000;;30.9;;9.6;4.7;25.22;57.75;1.166667;
83726;06/03/2012;1200;0;;20.3;;;;;;
83726;07/03/2012;0000;;29.9;;9.3;5;24.18;55;0.666667;
83726;07/03/2012;1200;0;;18.7;;;;;;
83726;08/03/2012;0000;;29.9;;7.9;5;23.86;60;1.666667;
83726;08/03/2012;1200;0;;18.1;;;;;;
83726;09/03/2012;0000;;30.5;;6.9;4.8;24.38;64;0.666667;
83726;09/03/2012;1200;0;;20.3;;;;;;
83726;10/03/2012;0000;;27.5;;3.2;3.8;22.16;84;1.676293;
83726;10/03/2012;1200;0.3;;19;;;;;;
83726;11/03/2012;0000;;27.7;;5.1;1.8;22.06;78;1;
83726;11/03/2012;1200;6.7;;18.3;;;;;;
83726;12/03/2012;0000;;30.6;;9.1;2.8;23.2;70.75;0.666667;
83726;12/03/2012;1200;0.4;;18;;;;;;
83726;13/03/2012;0000;;30;;5.3;3.6;23.06;73.25;1;
83726;13/03/2012;1200;0;;19.4;;;;;;
83726;14/03/2012;0000;;30.1;;6.9;3.2;23.62;71.75;0.666667;
83726;14/03/2012;1200;0;;18.3;;;;;;
83726;15/03/2012;0000;;30.5;;7;3.3;22.36;81;1;
83726;15/03/2012;1200;0;;19.1;;;;;;
83726;16/03/2012;0000;;24.3;;0.1;2.6;21.26;86.75;1.333333;
83726;16/03/2012;1200;2.1;;18.5;;;;;;
83726;17/03/2012;0000;;24.9;;2.5;1.8;21.02;74;1.333333;
83726;17/03/2012;1200;1.9;;18.3;;;;;;
83726;18/03/2012;0000;;27.7;;6.6;2.3;21.48;57;0.433333;
83726;18/03/2012;1200;0;;15.5;;;;;;
83726;19/03/2012;0000;;29.1;;9;4.6;21.9;65;0.666667;
83726;19/03/2012;1200;0;;15.9;;;;;;
83726;20/03/2012;0000;;28.9;;7.2;3.8;22.84;60;1.666667;
83726;20/03/2012;1200;0;;17.8;;;;;;
83726;21/03/2012;0000;;30;;8.5;3.3;24.16;65.25;0.666667;
83726;21/03/2012;1200;0;;17.5;;;;;;
83726;22/03/2012;0000;;30.6;;8.4;3.6;24.24;70.5;0.666667;
83726;22/03/2012;1200;0;;18.9;;;;;;
83726;23/03/2012;0000;;25.1;;2.9;3.7;21.14;88.25;0.566667;
83726;23/03/2012;1200;6.1;;17.8;;;;;;
83726;24/03/2012;0000;;28.2;;6.9;2.2;22.3;74.25;0.333333;
83726;24/03/2012;1200;2;;18.7;;;;;;
83726;25/03/2012;0000;;29.9;;9;1.4;23.42;67.5;0.666667;
83726;25/03/2012;1200;0;;17.3;;;;;;
83726;26/03/2012;0000;;32.4;;9.7;3.3;25.42;62.5;0.4;
83726;26/03/2012;1200;0;;18.2;;;;;;
83726;27/03/2012;0000;;28.4;;4.2;4.1;23.36;72.75;0.333333;
83726;27/03/2012;1200;0;;20.4;;;;;;
83726;28/03/2012;0000;;27;;2.5;3.1;21.38;80.5;0.666667;
83726;28/03/2012;1200;0;;18.3;;;;;;
83726;29/03/2012;0000;;29.6;;8.8;2;22.4;70.75;1;
83726;29/03/2012;1200;0;;15;;;;;;
83726;30/03/2012;0000;;29.2;;6.6;2.7;21.64;74.75;1;
83726;30/03/2012;1200;0.8;;17.4;;;;;;
83726;31/03/2012;0000;;30;;8.3;2.8;22.42;69.5;1.666667;
83726;31/03/2012;1200;0;;16.9;;;;;;
83726;01/04/2012;0000;;30.2;;9.4;3.9;22.64;61.25;1.333333;
83726;01/04/2012;1200;0;;15.3;;;;;;
83726;02/04/2012;0000;;30.7;;9.6;4;23.28;60;1.333333;
83726;02/04/2012;1200;0;;16.7;;;;;;
83726;03/04/2012;0000;;31.1;;9.3;4.5;23.4;63.25;1;
83726;03/04/2012;1200;0;;17.7;;;;;;
83726;04/04/2012;0000;;30.9;;9.4;4.3;23.3;65.5;1;
83726;04/04/2012;1200;0;;17.5;;;;;;
83726;05/04/2012;0000;;31.8;;9.6;4.5;24.94;59;1;
83726;05/04/2012;1200;0;;17.8;;;;;;
83726;06/04/2012;0000;;30.1;;6.4;4.6;24.8;69.25;1.333333;
83726;06/04/2012;1200;0;;20.3;;;;;;
83726;07/04/2012;0000;;32.1;;9.4;3.7;24.56;70;1;
83726;07/04/2012;1200;0;;19;;;;;;
83726;08/04/2012;0000;;30.2;;5.4;3.9;22.34;67;1;
83726;08/04/2012;1200;0;;19.1;;;;;;
83726;09/04/2012;0000;;27.9;;5.9;2.8;22.4;69.25;1.333333;
83726;09/04/2012;1200;21.8;;17.3;;;;;;
83726;10/04/2012;0000;;28.1;;3.5;3.1;22.56;75.25;1.666667;
83726;10/04/2012;1200;0;;20;;;;;;
83726;11/04/2012;0000;;29.7;;7;3.6;23.18;69;0.666667;
83726;11/04/2012;1200;0;;19.3;;;;;;
83726;12/04/2012;0000;;28.2;;5.3;3.9;23.28;71.75;0.666667;
83726;12/04/2012;1200;0;;18.9;;;;;;
83726;13/04/2012;0000;;30.2;;8.3;2.8;24.2;72.25;0.666667;
83726;13/04/2012;1200;0;;19.9;;;;;;
83726;14/04/2012;0000;;30.3;;8.5;3.7;24.86;64.5;0.666667;
83726;14/04/2012;1200;0;;21.1;;;;;;
83726;15/04/2012;0000;;30;;6.5;3.7;23.6;75;0;
83726;15/04/2012;1200;0;;19.7;;;;;;
83726;16/04/2012;0000;;27.7;;9.5;2.4;22.08;74;3.333333;
83726;16/04/2012;1200;7.4;;20.1;;;;;;
83726;17/04/2012;0000;;28.4;;8.8;3.5;21.76;71.25;0.333333;
83726;17/04/2012;1200;0;;16.1;;;;;;
83726;18/04/2012;0000;;29.3;;8.7;3.1;22.74;63;0.666667;
83726;18/04/2012;1200;0;;16.5;;;;;;
83726;19/04/2012;0000;;28.3;;8.3;3.8;21.76;69.25;1;
83726;19/04/2012;1200;0;;16.7;;;;;;
83726;20/04/2012;0000;;27.9;;4.1;3.9;22.74;73.25;0.666667;
83726;20/04/2012;1200;0;;17.4;;;;;;
83726;21/04/2012;0000;;23;;0;2.6;19.18;92;0;
83726;21/04/2012;1200;0.3;;16.8;;;;;;
83726;22/04/2012;0000;;23;;2.9;0.5;18.6;84.5;1;
83726;22/04/2012;1200;35;;16.2;;;;;;
83726;23/04/2012;0000;;26.8;;8.9;1.7;19.96;76;1;
83726;23/04/2012;1200;0;;14.8;;;;;;
83726;24/04/2012;0000;;27;;8.5;2.5;20.2;69.5;1;
83726;24/04/2012;1200;0;;15.4;;;;;;
83726;25/04/2012;0000;;28.9;;9.2;3.3;21.52;71.25;0.733333;
83726;25/04/2012;1200;0;;15.8;;;;;;
83726;26/04/2012;0000;;26.7;;1;3.4;21.82;88.25;1.666667;
83726;26/04/2012;1200;0;;19.2;;;;;;
83726;27/04/2012;0000;;25.2;;5.1;1.7;20.02;88.5;1;
83726;27/04/2012;1200;22.9;;18.4;;;;;;
83726;28/04/2012;0000;;23.3;;0.2;1.3;20.04;88;1;
83726;28/04/2012;1200;0;;16.9;;;;;;
83726;29/04/2012;0000;;20.3;;0;1;17.84;98;1.5;
